legacyCategory,legacyId,sourceCompanyName,displayName,url,logo,showHide,hideReason,parentLegacyId,desc,primarySector,secondarySector,tertiarySector,quaternarySector,quinarySector,senarySector
Manufacturing,18487,Clamato,Clamato,https://www.clamato.com/,https://image.pngaaa.com/761/280761-middle.png,Show,,10460,Juice product,Beverage,,,,,
Manufacturing,18488,Vitacoco,Vitacoco,https://www.vitacoco.com/,https://www.pngitem.com/pimgs/m/437-4375221_vita-coco-logo-hd-png-download.png,Show,,10460,Coconut water product,Water,,,,,
Manufacturing,18489,Evian,Evian,https://www.evian.com/,https://lh3.googleusercontent.com/proxy/i2fiQBVp6KHMhcDSn4LzuqXq8-xIcGKPl4Et8dtNUFhdbckkcusBGEUJiyArDsy-oZfjwXj9ELLhGQR08iyjWbBoVs8wK5587IyxMhry84KQ0nTD5dK3,Show,,10460,Clean filtered water product,Water,,,,,
Manufacturing,18490,Canada Dry,Canada Dry,https://www.canadadry.com/,https://1000logos.net/wp-content/uploads/2020/08/Canada-Dry-logo.png,Show,,10460,Soda products,Soda,,,,,
Manufacturing,18491,Bigred,Bigred,https://www.bigred.com/,https://static.wikia.nocookie.net/logopedia/images/d/d1/Bigred_logo.png/revision/latest?cb=20171123035755,Show,,10460,Soda products,Soda,,,,,
Manufacturing,18492,Rc Cola,Rc Cola,https://www.rccolainternational.com/,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/RC_Cola_logo.svg/1200px-RC_Cola_logo.svg.png,Show,,10460,Soda products,Soda,,,,,
Manufacturing,18494,Kahlua,Kahlua,https://www.kahlua.com/,https://1000logos.net/wp-content/uploads/2019/11/Kahlua-Logo.png,Show,,10460,Alcoholic beverage,Beverage,,,,,
Manufacturing,18495,Emeril,Emeril,https://www.emerils.com/,https://s3.amazonaws.com/assets.marqueebrands.com/brands/logos/000/000/009/original/Emeril_Logo_BLK.png?1561137564,Show,,10460,Food and equipment,Food,,,,,
Manufacturing,18496,Cinnabon,Cinnabon,https://www.cinnabon.com/,https://1000logos.net/wp-content/uploads/2021/05/Cinnabon-logo.png,Show,,10460,Baked goods product,Food,,,,,
Manufacturing,18497,Newmans,Newmans,https://www.newmansown.com/,https://upload.wikimedia.org/wikipedia/commons/7/76/NO_Logo_100%25_Profits_PNG.png,Show,,10460,Pizza,Food,,,,,
Food & Beverage,10461,Kirby Corp,Kirby,http://kirbycorp.com,,Show,,10461,,Transportation Services,,,,,
Food & Beverage,10462,KeyCorp,KeyBank,http://key.com,,Show,,10462,,Commercial Banking,,,,,
Food & Beverage,10463,Keysight Technologies Inc,Keysight Technologies,https://www.keysight.com/us/en/home.html,,Category,,10463,,Industrial Goods,,,,,
Food & Beverage,10464,The Kraft Heinz Company,The Kraft Heinz Company,http://kraftheinzcompany.com,,Show,,10464,owns multiple brands,Food & Beverage Manufacturers,,,,,
Technology,15897,Athenos,Athenos,https://www.athenos.com/,,Show,,10464,Manufactures feta cheese and hummus,Cheese,Condiments,,,,
Technology,15898,Back to Nature Meals,Back to Nature Meals,https://www.backtonaturemeals.com/,,Show,,10464,Manufactures box mac n cheese,Food,,,,,
Technology,15899,Bagel Bites,Bagel Bites,https://www.bagelbites.com/,,Show,,10464,Frozen bagel bites,Food,,,,,
Technology,15900,Bakers Chocolate,Bakers Chocolate,https://www.myfoodandfamily.com/brands/bakers-chocolate/products/20001/products,,Show,,10464,Manufactures baking chocolate & other baking products,Chocolate,,,,,
Technology,15901,Breakstones,Breakstones,https://www.breakstones.com/,,Show,,10464,Manufactures cottage cheese,Cheese,,,,,
Technology,15902,Capri Sun,Capri Sun,https://parents.caprisun.com/,,Show,,10464,Manufactures juices,Beverage,,,,,
Technology,15903,Classico,Classico,https://www.classico.com/,,Show,,10464,Canned tomato sauce,Food,,,,,
Technology,15904,Claussen,Claussen,https://www.myfoodandfamily.com/brands/claussen,,Show,,10464,Manufactures pickles,Food,,,,,
Technology,15905,Cool Whip,Cool Whip,https://www.myfoodandfamily.com/brands/coolwhip,,Show,,10464,Dessert topping,Condiments,,,,,
Technology,15906,Country Time,Country Time,https://www.countrytime.com/,,Show,,10464,Manufactures butter products,Dairy,,,,,
Technology,15907,Cracker Barrel Cheese,Cracker Barrel Cheese,https://www.crackerbarrelcheese.com/,,Show,,10464,Cheese products,Cheese,,,,,
Technology,15908,Crystal Light,Crystal Light,https://www.crystallight.com/,,Show,,10464,Flavored water,Water,,,,,
Technology,15909,Delimex,Delimex,https://www.delimex.com/,,Show,,10464,Frozen mexican food,Food,,,,,
Technology,15910,Gevalia,Gevalia,https://www.gevalia.com/,,Show,,10464,Wholesale Coffee Pods,Coffee,,,,,
Technology,15912,Heinz 57 Sauce,Heinz 57 Sauce,https://www.heinz.com/product/00013000002646,,Show,,10464,Manufactures condiment products,Condiments,,,,,
Technology,15918,Jack Daniel's Sauces,Jack Daniel's Sauces,https://jackdanielssauces.com,,Show,,10464,Manufactures condiment products,Condiments,,,,,
Technology,15919,Jell-O,Jell-O,https://www.myfoodandfamily.com/brands/kraft-jello,,Show,,10464,Jello products-pudding,Food,,,,,
Technology,15921,Just Crack an Egg,Just Crack an Egg,https://www.justcrackanegg.net/,,Show,,10464,Premade egg products,Food,,,,,
Technology,15922,Knudsen,Knudsen,https://www.rwknudsenfamily.com/,,Show,,10464,Juice products,Beverage,,,,,
Technology,15923,Kool-Aid,Kool-Aid,https://www.koolaid.com/,,Show,,10464,Juice products,Beverage,,,,,
Technology,15925,Kraft Foodservice,Kraft Foodservice,https://www.kraftheinz-foodservice.com/,,Show,,10464,Manufactures condiment products,Condiments,,,,,
Technology,15926,Kraft Heinz Ingredients,Kraft Heinz Ingredients,https://www.kraftheinzingredients.com/,,Show,,10464,Manufactures condiment products,Condiments,,,,,
Technology,15927,Kraft Mac and Cheese,Kraft Mac and Cheese,https://www.kraftmacandcheese.com/,,Show,,10464,Premade mac n cheese,Food,,,,,
Technology,15928,Kraft Natural Cheese,Kraft Natural Cheese,https://www.myfoodandfamily.com/brands/kraftcheese,,Show,,10464,Manufactures cheese products,Cheese,,,,,
Technology,15931,Lea & Perrins,Lea & Perrins,https://www.leaandperrins.co.uk,,Show,,10464,Manufactures condiment products,Condiments,,,,,
Technology,15932,Lunchables,Lunchables,https://www.lunchables.com/,,Show,,10464,Prepackaged food,Food,,,,,
Technology,15933,Maxwell House,Maxwell House,https://www.myfoodandfamily.com/brands/maxwell-house,,Show,,10464,Wholesale Coffee Pods,Coffee,,,,,
Technology,15934,Mio,Mio,https://www.makeitmio.com/,,Show,,10464,Flavoring for water,Food,,,,,
Technology,15936,Mr. Yoshida's,Mr. Yoshida's,https://www.mryoshidas.com,,Show,,10464,Manufactures premade sauces,Condiments,,,,,
Technology,15938,Nancy's,Nancy's,https://www.nancys.com,,Show,,10464,Premade egg products,Food,,,,,
Technology,15939,Ore-Ida,Ore-Ida,https://www.oreida.com/,,Show,,10464,Premade potato products,Food,,,,,
Technology,15940,Oscar Mayer,Oscar Mayer,https://www.oscarmayer.com/,,Show,,10464,Manufactures deli meats,Meat & Poultry Products,,,,,
Technology,15941,P3,P3,https://www.proteinproteinprotein.com/,,Show,,10464,Premade protein snack products,Food,,,,,
Technology,15942,Philadelphia,Philadelphia,https://www.myfoodandfamily.com/brands/philadelphia,,Show,,10464,Cream cheese products,Cheese,,,,,
Technology,15943,Primal Kitchen,Primal Kitchen,https://www.primalkitchen.com/,,Show,,10464,Plant based condiments,Condiments,,,,,
Technology,15946,Sure-Jell,Sure-Jell,https://www.myfoodandfamily.com/brands/sure-jell,,Show,,10464,Fruit jelly products,Condiments,,,,,
Technology,15947,Tassimo,Tassimo,https://www.tassimo.com/,,Show,,10464,Wholesale Coffee Pods,Coffee,,,,,
Technology,15949,Velveeta,Velveeta,https://www.myfoodandfamily.com/brands/velveeta,,Show,,10464,Cheddar cheese products,Cheese,,,,,
Food & Beverage,10465,Kimco Realty Corporation,Kimco Realty,http://kimcorealty.com,,Category,,10465,,Real Estate & Renting,,,,,
Food & Beverage,10466,"Kohlberg, Kravis, Roberts",KKR,https://www.kkr.com/,,Show,,10466,Investment Advice,Investment Services,,,,,
Food & Beverage,10467,KLA-Tencor Corp,KLA-Tencor,http://kla-tencor.com,,Category,,10467,,Semiconductors & Equipment,,,,,
Food & Beverage,10468,Kimberly-Clark Corp,Kimberly-Clark,http://kimberly-clark.com,,Show,,10468,,Personal Care Products,,,,,
Manufacturing,18500,Depend,Depend,https://www.depend.com/,https://w7.pngwing.com/pngs/518/62/png-transparent-depend-undergarment-briefs-slip-clothing-button-label-text-logo.png,Show,,10468,Invisible liners for men and women,Personal Care,,,,,
Manufacturing,18501,Poise,Poise,www.Poise.com/,http://assets.stickpng.com/images/601196b11b7ff00004506ae3.png,Show,,10468,feminine products,Feminine Hygiene,,,,,
Manufacturing,18502,Huggies,Huggies,https://www.huggies.com/,https://1000logos.net/wp-content/uploads/2020/02/Huggies-Logo-1966.png,Show,,10468,Diapers and Wipes for babies,"Diapers, Baby Wipes & Potty Training Supplies",,,,,
Manufacturing,18503,Pull-Ups,Pull-Ups,https://www.pull-ups.com/,https://mommybites.com/newyork/files/2012/02/Pull-Ups-Logo.png,Show,,10468,Training pants and bedwetting products for babies,"Diapers, Baby Wipes & Potty Training Supplies",,,,,
Manufacturing,18504,GoodNites,GoodNites,https://www.goodnites.com/,https://uspto.report/TM/88763316/mark.png,Show,,10468,Bedwetting products for babies,"Diapers, Baby Wipes & Potty Training Supplies",,,,,
Manufacturing,18505,Little Swimmers,Little Swimmers,https://www.littleswimmers.com/,https://static.wikia.nocookie.net/logopedia/images/1/14/Huggies_Little_Swimmers.png/revision/latest?cb=20210112210225,Show,,10468,Swimming pants for babies and more baby products,"Diapers, Baby Wipes & Potty Training Supplies",,,,,
Manufacturing,18506,Kleen Bebe,Kleen Bebe,https://www.kleenbebe.com/,https://seeklogo.com/images/K/kleen-bebe-logo-1BC2AA9F92-seeklogo.com.png,Show,,10468,Baby diapers and wipes,"Diapers, Baby Wipes & Potty Training Supplies",,,,,
Manufacturing,18507,Kleenex,Kleenex,https://www.kleenex.com/,https://logos-world.net/wp-content/uploads/2020/09/Kleenex-Symbol.png,Show,,10468,tissue paper brand,Home & Garden,,,,,
Manufacturing,18508,Cottonelle,Cottonelle,https://www.cottonelle.com/,https://w7.pngwing.com/pngs/424/446/png-transparent-logo-cottonelle-toilet-paper-brand-toilet-paper-miscellaneous-blue-text.png,Show,,10468,toilet paper and flushable wipes products,Home & Garden,,,,,
Manufacturing,18509,Tela,Tela,https://www.telatechnology.com/,https://telapetroleum.com/wp-content/uploads/2020/04/cropped-A-New-Logo-TELA-2020-Horiziontal-RGB-Color.png,Show,,10468,technology software,Software,,,,,
Manufacturing,18510,Viva,Viva,https://www.vivatowels.com/,https://logovectordl.com/wp-content/uploads/2019/12/viva-paper-towels-logo-vector.png,Show,,10468,paper towel products,Kitchen Supplies,,,,,
Manufacturing,18511,U by Kotex,U by Kotex,https://www.ubykotex.com/,https://www.ubykotex.com/-/media/ubykotex/logo.png,Show,,10468,personal femine products,Feminine Hygiene,,,,,
Manufacturing,18512,Intimus,Intimus,https://www.intimus.com/,https://seeklogo.com/images/I/intimus-logo-852C98E667-seeklogo.com.png,Show,,10468,products in security,Technology,Hardware,,,,
Manufacturing,18513,Scott,Scott,https://www.scottbrand.com/,https://www.scottbrand.com/images/scott-logo-highres.png,Show,,10468,toilet paper and paper towels products,Kitchen Supplies,,,,,
Manufacturing,18514,Kimtech,Kimtech,https://www.kimtech.eu/,,Category,,10468,,Healthcare,,,,,
Food & Beverage,10469,"Kinder Morgan, Inc.",Kinder Morgan,http://kindermorgan.com,,Category,,10469,,Energy,,,,,
Food & Beverage,10470,Kemper Corporation,Kemper Corporation,http://kemper.com,,Show,,10470,Direct Property and Casualty Insurance Carriers,Insurance Carriers,,,,,
Food & Beverage,10471,CarMax Inc,CarMax,http://carmax.com,,Show,,10471,Vehicle retailers,Automobile Dealers,,,,,
Food & Beverage,10472,Knight-Swift Transportation Holdings Inc,Knight-Swift Transportation Holdings,http://knight-swift.com,,Show,,10472,trucking/freight,Transportation Services,,,,,
Food & Beverage,10473,The Coca-Cola Company,The Coca-Cola Company,http://coca-colacompany.com,,Show,,10473,owns multiple brands,Food & Beverage Manufacturers,,,,,
Technology,15968,"Barqâ€™s, Inc.",Barq’s,https://www.barqs.com,,Show,,10473,Soda products,Soda,,,,,
Technology,15970,Minute Maid,Minute Maid,https://www.minutemaid.com/,,Show,,10473,Juice products,Beverage,,,,,
Technology,15971,Coca-Cola,Coca-Cola,https://www.coca-colacompany.com/home,,Show,,10473,Soda products,Soda,,,,,
Technology,15972,Sprite,Sprite,https://www.sprite.com/,,Show,,10473,Soda products,Soda,,,,,
Technology,15973,Fanta,Fanta,https://www.fanta.com/,,Show,,10473,Soda products,Soda,,,,,
Technology,15974,Dasani,Dasani,https://www.dasani.com/,,Show,,10473,Manufactures clean filtered water,Water,,,,,
Technology,15975,smartwater,smartwater,https://www.drinksmartwater.com/,,Show,,10473,Juice products,Beverage,,,,,
Technology,15977,Simply,Simply,https://www.drinksimplybeverages.com,,Show,,10473,Wholesale Coffee,Coffee,,,,,
Technology,15978,Georgia Coffee,Georgia Coffee,https://www.georgia.jp,,Show,,10473,Wholesale Coffee,Coffee,,,,,
Technology,15979,Costa Coffee,Costa Coffee,https://us.costacoffee.com/,,Show,,10473,Wholesale Coffee,Coffee,,,,,
Technology,15981,Honest Tea,Honest Tea,https://www.honesttea.com/,,Show,,10473,Manufactures tea products,Tea,,,,,
Technology,15982,fairlife,fairlife,https://fairlife.com/,,Show,,10473,Milk products,Milk,,,,,
Technology,15983,POWERADE,POWERADE,https://www.powerade.com/,,Show,,10473,Sport drinks products,Sports Drinks,,,,,
Technology,15985,Schweppes,Schweppes,https://www.schweppesus.com/,,Show,,10473,Manufactures soda and flavored water products,Soda,Water,,,,
Technology,15986,vitaminwater,vitaminwater,https://www.vitaminwater.com/,,Show,,10473,Flavored water product,Water,Sports Drinks,,,,
Technology,15987,Gold Peak,Gold Peak,https://www.goldpeakbeverages.com/,,Show,,10473,Manufactures tea products,Tea,,,,,
Technology,15989,Peace Tea,Peace Tea,https://www.peacetea.com/,,Show,,10473,Manufactures tea products,Tea,,,,,
Food & Beverage,10474,The Kroger Co.,The Kroger Co.,http://thekrogerco.com,,Show,,10474,Grocery store. owns brands,Supermarkets & Grocery Stores,,,,,
Technology,15991,Bakerâ€™s,Bakerâ€™s,https://www.bakersplus.com,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,15992,City Market,City Market,https://www.citymarket.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,15993,Dillons,Dillons,https://www.dillons.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,15994,Food 4 Less,Food 4 Less,https://www.food4less.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,15995,Foods Co,Foods Co,https://www.foodsco.net/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,15996,Fred Meyer,Fred Meyer,https://www.fredmeyer.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,15998,Gerbes,Gerbes,https://www.gerbes.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,15999,Harris Teeter,Harris Teeter,https://www.harristeeter.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,16000,King Soopers,King Soopers,https://www.kingsoopers.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,16001,Jay C Food Store,Jay C Food Store,https://www.jaycfoods.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,16003,Pay-Less Super Markets,Pay-Less Super Markets,https://www.pay-less.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,16004,QFC,QFC,https://www.qfc.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,16005,Ralphs,Ralphs,https://www.ralphs.com/,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,16006,Smithâ€™s Food and Drug,Smithâ€™s Food and Drug,https://www.smithsfoodanddrug.com,,Show,,10474,"offering a wide variety of food, beverages and household products, organized into sections",Supermarkets & Grocery Stores,,,,,
Healthcare,16007,Fred Meyer Jewelers,Fred Meyer Jewelers,https://www.fredmeyerjewelers.com/,,Show,,10474,,Jewelry,,,,,
Food & Beverage,10475,Kohl's Corp,Kohls,http://kohls.com,,Show,,10475,,Apparel Stores,Casual wear,,,,
Food & Beverage,10476,Kansas City Southern,Kansas City Southern,https://www.kcsouthern.com/en-us/,,Show,,10476,"Whether you ship within the United States or Mexico or need efficient, secure transportation across the border, there is a Kansas City Southern company ready to be your rail partner of choice",Transportation Services,,,,,
Food & Beverage,10477,Loews Corp,Loews,http://loews.com,,Show,,10477,Direct Property and Casualty Insurance Carriers,Insurance Carriers,,,,,
Manufacturing,18515,LOEWS HOTELS & CO,Loews Hotel,https://www.loewshotels.com/,https://www.loewshotels.com/skins/loews/assets/loews-portal/images/logo-black.png,Show,,10477,,Accommodations,,,,,
Manufacturing,18516,ALTIUM PACKAGING,ALTIUM PACKAGING,https://altiumpkg.com/,,Category,,10477,,Packaging,,,,,
Food & Beverage,10478,Lamar Advertising Company,Lamar Advertising Company,http://lamar.com,,Category,,10478,"network of digital billboards in the United States with approximately 3,900 displays.",Real Estate & Renting,,,,,
Food & Beverage,10479,Lazard Ltd,Lazard,http://lazard.com,,Show,,10479,Investment Advice,Investment Services,,,,,
Healthcare,16009,Bath & Body Works,Bath & Body Works,https://www.bathandbodyworks.com/,,Show,,10480,products for bath and candles,Soap & Bath Products,,,,,
Healthcare,16010,"Victoria's Secret
","Victoria's Secret
",https://www.victoriassecret.com/us/,,Show,,10480,undergarment products for women,Loungewear & Lingerie,,,,,
Healthcare,16011,PINK,PINK,https://www.victoriassecret.com/us/pink,,Show,,10480,women's clothing,Clothing,,,,,
Food & Beverage,10481,"Leidos Holdings, Inc.",Leidos Holdings,http://leidos.com,,Show,,10481,,Aerospace & Defense,Business Intelligence Services,Healthcare,,,
Food & Beverage,10482,Lear Corporation,Lear Corporation,http://lear.com,,Show,,10482,Seats/ E-systems for autmobiles,Automotive Parts and Accessories Stores,Software,,,,
Food & Beverage,10483,Lincoln Electric Holdings Inc,Lincoln Electric Holdings,http://ir.lincolnelectric.com,,Category,,10483,,Commercial Machinery,,,,,
Food & Beverage,10484,Leggett & Platt Inc,Leggett & Platt,http://leggett.com,,Category,,10484,,Commercial Machinery,,,,,
Food & Beverage,10485,Lennar Corporation,Lennar ,http://lennar.com,,Show,,10485,,Real Estate Agents & Brokers,,,,,
Food & Beverage,10486,Littelfuse Inc,Littelfuse,https://www.littelfuse.com,,Category,,10486,,Industrial Goods,,,,,
Food & Beverage,10487,Lions Gate Entertainment Corp,Lions Gate Entertainment,http://lionsgate.com,,Show,,10487,"they publish video games, movies and channel provider",Video Games,Media & Entertainment,,,,
Food & Beverage,10488,Laboratory Corporation of America,Labcorp,http://labcorp.com,,Show,,10488,,Medical and Diagnostics Labs,,,,,
Food & Beverage,10489,L3 Harris Technologies,L3 Harris Technologies,http://l3harris.com,,Category,,10489,,Aerospace & Defense,,,,,
Food & Beverage,10490,Lennox International Inc,Lennox International,http://lennoxinternational.com,,Category,,10490,,Packaging,,,,,
Food & Beverage,10491,Linde plc,Linde plc,http://linde.com,,Category,,10491,,Chemicals,,,,,
Food & Beverage,10492,Lumentum Holdings Inc.,Lumentum Holdings,https://www.lumentum.com/en,,Show,,10492,"laserproducts, cloud and networking",Hardware,,,,,
Food & Beverage,10493,LKQ Corp,LKQ,http://lkqcorp.com,,Show,,10493,Repair/Autmotive Parts and care,"Automotive Parts, Accessories and Tire Stores",,,,,
Manufacturing,18517,LKQ Heavy Truck,LKQ Heavy Truck,https://lkqheavytruck.com/,https://www.lkqcorp.com/wp-content/uploads/2020/09/LKQ-Heavy-Truck-Logo_200x600px.png,Show,,10493,Heavy duty truck parts,Automotive Parts and Accessories Stores,,,,,
Manufacturing,18518,ATK High Performance Engines,ATK High Performance Engines,http://www.high-performance-engines.com/,https://www.lkqcorp.com/wp-content/uploads/2020/09/ATK-logo_200x600px.png,Show,,10493,"High performance engine build for cars, trucks, and boats",Automotive Parts and Accessories Stores,,,,,
Manufacturing,18519,Goodmark Industries,Goodmark Industries,https://www.goodmarkindustries.com/,https://www.rvautoparts.com/assets/images/Manufacturer%20Logo/Goodmark.png,Show,,10493,Car performance parts and accessories,Automotive Parts and Accessories Stores,,,,,
Manufacturing,18520,Keystone Automotive Operations,Keystone Automotive Operations,https://www.keystoneautomotive.com/,https://www.lkqcorp.com/wp-content/uploads/2020/09/Keystone-KAO-logo_200x600px.png,Show,,10493,"Automotive accessories, replacement parts, appliances, and powersport parts",Automotive Parts and Accessories Stores,,,,,
Manufacturing,18521,Platinum HD,Platinum HD,https://platinumhd.com/,https://www.lkqcorp.com/wp-content/uploads/2020/09/PlatinumHD_200x600px.png,Show,,10493,"Automotive radiators, coolers, filters, and general parts",Automotive Parts and Accessories Stores,,,,,
Manufacturing,18522,Pittsburgh Glass Works,Pittsburgh Glass Works,https://www.buypgwautoglass.com/,https://www.lkqcorp.com/wp-content/uploads/2019/03/PGW-Auto-Glass-Logo-1280x742.png,Show,,10493,Supplier for auto glass and replacement glass,Automotive Parts and Accessories Stores,,,,,
Manufacturing,18523,Elitek Vehicle Services,Elitek Vehicle Services,https://elitekauto.com/,https://www.lkqcorp.com/wp-content/uploads/2021/01/elitek-logo-brands.png,Show,,10493,Check,Services,,,,,
Manufacturing,18524,Auto Data Labels,Auto Data Labels,https://autodatalabels.com/,,Category,,10493,,Industrial Goods,,,,,
Food & Beverage,10494,Eli Lilly And Company,Eli Lilly And Company,http://lilly.com,,Category,,10494,,Pharma & Biotech,,,,,
Food & Beverage,10495,Lockheed Martin Corp,Lockheed Martin,http://lockheedmartin.com,,Show,,10495,show,Aerospace & Defense,,,,,
Food & Beverage,10496,Lincoln National Corp,Lincoln National,http://lincolnnational.com,,Show,,10496,Direct Life Insurance Carriers,Insurance Carriers,,,,,
Food & Beverage,10497,Cheniere Energy Inc,Cheniere Energy,http://cheniere.com,,Show,,10497,,Oil & Gas,,,,,
Food & Beverage,10498,Alliant Energy Corp,Alliant Energy,http://alliantenergy.com,,Show,,10498,,Utilities,,,,,
Food & Beverage,10499,Grand Canyon Education Inc,Grand Canyon Education,http://gce.com,,Category,,10499,"offers an affordable, accredited education with more than 200 academic program offerings across nine colleges.",Educational Services,,,,,
Food & Beverage,10500,"Lowes Companies, Inc.",Lowes Companies,https://www.lowes.com,,Show,,10500,"Retail Store that sells appliances, tools, building supplies and other hardware for homes and offices.",Household Appliances,,,,,
Healthcare,16015,Maintenance Supply,Maintenance Supply,https://www.lowesprosupply.com/,,Show,,10500,Design your home with various products,Home Decor,Furniture Stores,Household Appliances,,,
Healthcare,16016,Orchard Supply Hardware,Outdoor Supply Hardware,https://www.outdoorsupplyhardware.com/,,Show,,10500,"CLOSED stores that have been either rebranded or new store at their locations, should check it out it's called Outdoor Supply Hardware now",Hardware Stores,,,,,
Healthcare,16017,"Rona, Inc.",Rona,https://www.rona.ca/en,,Show,,10500,Design your home with various products,Home Decor,Furniture Stores,Household Appliances,Kitchen Supplies,,
Food & Beverage,10501,LPL Financial Holdings Inc.,LPL Financial Holdings,http://lpl.com,,Show,,10501,Administrative Management and General Management Consulting Services,Financial Services,,,,,
Food & Beverage,10502,Lam Research Corp,Lam Research,http://lamresearch.com,,Category,,10502,,Semiconductors & Equipment,,,,,
Food & Beverage,10503,"Life Storage, Inc.",Life Storage,http://lifestorage.com,,Category,,10503,storage units,Real Estate & Renting,,,,,
Food & Beverage,10504,Landstar System Inc,Landstar System,http://landstar.com,,Show,,10504,US truckload freight carrier,Transportation Services,,,,,
Food & Beverage,10505,Lululemon Athletica Inc,Lululemon,http://info.lululemon.com,,Show,,10505,,Activewear & Outerwear,,,,,
Food & Beverage,10506,Lumen Technologies,Lumen Technologies,https://www.lumen.com/en-us/home.html,,Show,,10506,"security, cloud, and communications",Business Intelligence Services,,,,,
Food & Beverage,10507,Southwest Airlines Co.,Southwest Airlines Co.,http://southwest.com,,Show,,10507,,Airlines,,,,,
Food & Beverage,10508,"Livongo Health, Inc.",Livongo Health,https://www.livongo.com/,,Show,,10508,smart gadgets and health management,Health & Fitness,"Electronics, Gadgets & Accessories",Hardware,,,
Food & Beverage,10509,Las Vegas Sands Corp,Las Vegas Sands,http://sands.com,,Show,,10509,,Casino Hotels,,,,,
Food & Beverage,10510,Lamb Weston Holdings Inc,Lamb Weston Holdings,http://lambweston.com,,Category,,10510,,Food & Beverage,,,,,
Food & Beverage,10511,LyondellBasell Industries N.V.,LyondellBasell Industries N.V.,http://lyondellbasell.com,,Category,,10511,,Chemicals,,,,,
Food & Beverage,10512,"Lyft, Inc.",Lyft,http://lyft.com,,Show,,10512,,Rideshare,,,,,
Food & Beverage,10513,"Live Nation Entertainment, Inc.",Live Nation Entertainment,http://livenationentertainment.com,,Show,,10513,ticket selling service,Media & Entertainment,,,,,
Healthcare,16020,Roc Nation,Roc Nation,https://www.rocnation.com/,,Show,,10513,"music, sports, and news",Media & Entertainment,,,,,
Healthcare,16021,Ticketmaster,Ticketmaster,https://www.ticketmaster.com/,,Show,,10513,website to purchase tickets,Services,,,,,
Healthcare,16022,Live Nation Concerts,Live Nation Concerts,https://www.livenation.com/,,Show,,10513,website to purchase tickets,Services,,,,,
Food & Beverage,10514,MasterCard Inc,MasterCard,http://mastercard.co.in,,Show,,10514,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",Financial Services,,,,,
Food & Beverage,10515,Mid-America Apartment Communities,Mid-America Apartment Communities,https://www.maac.com,,Category,,10515,,Real Estate & Renting,,,,,
Food & Beverage,10516,ManpowerGroup Inc,ManpowerGroup,http://manpowergroup.com,,Show,,10516,Check,Services,,,,,
Manufacturing,18525,"Experis Finance US, LLC",Experis Finance US,https://www.experis.com/,https://web.manpowergroup.us/hubfs/Brands/Logos/EXP_BE_Logo_SS_HOR_MCB_RGB_REG.png,Show,,10516,Check,Technology,,,,,
Manufacturing,18526,Manpower US Inc.,Manpower US,https://www.manpower.com/,https://www.manpowergroupusa.com/hs-fs/hubfs/Manpower/manpower%20logo.png?width=1169&name=manpower%20logo.png,Show,,10516,Check,Consulting Services,,,,,
Food & Beverage,10517,Manhattan Associates Inc,Manhattan Associates,http://manh.com,,Show,,10517,helps companies w shipping and logistics,Services,Business Intelligence Services,,,,
Food & Beverage,10518,Marriott International Inc,Marriott International,https://www.marriott.com/marriott/aboutmarriott.mi,,Show,,10518,,Accommodations,,,,,
Healthcare,16023,Aloft Hotels,Aloft Hotels,https://aloft-hotels.marriott.com/,,Show,,10518,,Upscale,,,,,
Healthcare,16024,Moxy Hotels,Moxy Hotels,https://moxy-hotels.marriott.com/,,Show,,10518,,Midscale,,,,,
Healthcare,16025,Sheraton Hotels and Resorts,Sheraton Hotels and Resorts,https://sheraton.marriott.com/,,Show,,10518,,Upscale,,,,,
