"companyName","_id"
"Thesis","620ab7d24aaeb67237a3959f"
"Androscoggin Bank","620ab7d24aaeb67237a395a3"
"Coursera","620ab7d24aaeb67237a395a7"
"Innersense Organic Beauty","620ab7d24aaeb67237a395ab"
"Rumpl","620ab7d24aaeb67237a395af"
"Amodern Alchemy","620ab7d24aaeb67237a395b3"
"Steelhead Productions","620ab7d24aaeb67237a395b7"
"Good Culture","620ab7d24aaeb67237a395bb"
"Miyoko's Kitchen","620ab7d24aaeb67237a395bf"
"Drive Change Foods LLC","620ab7d24aaeb67237a395c3"
"Nia Impact Advisors, LLC","620ab7d24aaeb67237a395c7"
"Quality Bicycle Products","620ab7d24aaeb67237a395cb"
"Green City Growers","620ab7d24aaeb67237a395cf"
"Bridgetown Natural Foods","620ab7d24aaeb67237a395d3"
"Everoot Consulting","620ab7d34aaeb67237a395d7"
"Ad Victoriam Solutions","620ab7d34aaeb67237a395db"
"Returns On Wellbeing Institute","620ab7d34aaeb67237a395df"
"One Home Brands, Inc.","620ab7d34aaeb67237a395e3"
"1-800-Plumber","620ab7d34aaeb67237a395e7"
"Rodeo Dental & Orthodontics","620ab7d34aaeb67237a395eb"
"MedHaul","620ab7d34aaeb67237a395ef"
"20/20 Chemical Company","620ab7d34aaeb67237a395f3"
"Advanced Blending, Inc.","620ab7d34aaeb67237a395f7"
"Advil Pty Ltd","620ab7d34aaeb67237a395fb"
"Alco Chemical, Inc","620ab7d34aaeb67237a395ff"
"A.L.C.O. Soap and Supply","620ab7d34aaeb67237a39603"
"4 State Maintenance Supply","620ab7d34aaeb67237a39607"
"ALDI","620ab7d34aaeb67237a3960b"
"American Cleaning Solutions","620ab7d34aaeb67237a3960f"
"ACCO Brands Corporation","620ab7d34aaeb67237a39613"
"Advantage Coatings, Inc.","620ab7d44aaeb67237a39617"
"Amerisan, LLC","620ab7d44aaeb67237a3961b"
"American Industries, Inc.","620ab7d44aaeb67237a3961f"
"Amway","620ab7d44aaeb67237a39623"
"Albertsons Companies","620ab7d44aaeb67237a39627"
"Aqua ChemPacs, LLC","620ab7d44aaeb67237a3962b"
"Ace Janitorial Supply Co. Inc.","620ab7d44aaeb67237a3962f"
"Archer Manufacturing","620ab7d44aaeb67237a39633"
"ARAMSCO","620ab7d44aaeb67237a39637"
"Arrow Chemical Products, Inc.","620ab7d44aaeb67237a3963b"
"Artik Cleaners LLC","620ab7d44aaeb67237a3963f"
"Atlantic Chemical & Equipment Co.","620ab7d44aaeb67237a39643"
"Atco International Inc.","620ab7d44aaeb67237a39647"
"Avmor, LTD","620ab7d44aaeb67237a3964b"
"Auto-Chlor Systems","620ab7d44aaeb67237a3964f"
"Basic Cleaning Systems","620ab7d54aaeb67237a39653"
"Berkley Packaging Company, Inc.","620ab7d54aaeb67237a39657"
"B&L Distributors, Inc.","620ab7d54aaeb67237a3965b"
"ABC Compounding Co., Inc.","620ab7d54aaeb67237a3965f"
"Big State Plumbing","620ab7d54aaeb67237a39663"
"Biochem Supply","620ab7d54aaeb67237a39667"
"Beta Technology","620ab7d54aaeb67237a3966b"
"Biosolutions, LLC","620ab7d54aaeb67237a3966f"
"Bioredex International, Inc.","620ab7d54aaeb67237a39673"
"BioRemedy","620ab7d54aaeb67237a39677"
"Best Sanitizers, Inc.","620ab7d54aaeb67237a3967b"
"BISSELL Homecare, Inc.","620ab7d54aaeb67237a3967f"
"Bona US","620ab7d54aaeb67237a39683"
"Blueland","620ab7d54aaeb67237a39687"
"Boxed Wholesale","620ab7d54aaeb67237a3968b"
"Bob Barker Company","620ab7d54aaeb67237a3968f"
"Blueline Universal Enterprises Inc.","620ab7d64aaeb67237a39693"
"Birsch Industries, Inc.","620ab7d64aaeb67237a39697"
"Bonitz Flooring Group","620ab7d64aaeb67237a3969b"
"bluefrog Plumbing + Drain","620ab7d64aaeb67237a3969f"
"Black Diamond Stoneworks, Inc.","620ab7d64aaeb67237a396a3"
"Boston Stone Restoration","620ab7d64aaeb67237a396a7"
"BiRite Foodservice Distributions","620ab7d64aaeb67237a396ab"
"Brady Industries","620ab7d64aaeb67237a396af"
"Bright Labs Incorporated","620ab7d64aaeb67237a396b3"
"Bullen Companies","620ab7d64aaeb67237a396b7"
"Brighton USA","620ab7d64aaeb67237a396bb"
"Bright Ventures","620ab7d64aaeb67237a396bf"
"BuyMax","620ab7d64aaeb67237a396c3"
"Cargill Deicing Technology","620ab7d64aaeb67237a396c7"
"Butler Corporation","620ab7d64aaeb67237a396cb"
"Butler Chemicals Inc.","620ab7d74aaeb67237a396cf"
"Chase Products Co.","620ab7d74aaeb67237a396d3"
"Canberra Corporation","620ab7d74aaeb67237a396d7"
"ChemBlend International, LLC","620ab7d74aaeb67237a396db"
"ChemMark","620ab7d74aaeb67237a396df"
"Chemco Products Company","620ab7d74aaeb67237a396e3"
"Case Medical, Inc.","620ab7d74aaeb67237a396e7"
"Bright Solutions","620ab7d74aaeb67237a396eb"
"Charlotte Products Ltd","620ab7d74aaeb67237a396ef"
"Chesapeake ChemLab","620ab7d74aaeb67237a396f3"
"ChemStation International","620ab7d74aaeb67237a396f7"
"Chromate Industrial Corp.","620ab7d74aaeb67237a396fb"
"Chemical Concepts, Inc.","620ab7d74aaeb67237a396ff"
"Chemtron, Inc.","620ab7d74aaeb67237a39703"
"Clean Control Corporation","620ab7d74aaeb67237a39707"
"CL Solutions","620ab7d74aaeb67237a3970b"
"Chempace Corporation","620ab7d84aaeb67237a3970f"
"Clean Cut Solutions","620ab7d84aaeb67237a39713"
"Cleanfinity Brands","620ab7d84aaeb67237a39717"
"CleanCraft Products, Inc.","620ab7d84aaeb67237a3971b"
"Cloverleaf Chemical Company","620ab7d84aaeb67237a3971f"
"CleanPak Products LLC","620ab7d84aaeb67237a39723"
"Coast Products, Inc.","620ab7d84aaeb67237a39727"
"Cleanfinity Brands","620ab7d84aaeb67237a3972b"
"CNS Industries","620ab7d84aaeb67237a3972f"
"Clorox Company","620ab7d84aaeb67237a39733"
"Cole Supply","620ab7d84aaeb67237a39737"
"Compass Minerals International, Inc.","620ab7d84aaeb67237a3973b"
"ConServ","620ab7d84aaeb67237a3973f"
"Cot'n Wash","620ab7d84aaeb67237a39743"
"Country Save Products Corporation","620ab7d84aaeb67237a39747"
"Continental Research Corporation","620ab7d94aaeb67237a3974b"
"Collaborative Technologies","620ab7d94aaeb67237a3974f"
"CR Brands Inc","620ab7d94aaeb67237a39753"
"Crestek Cleaning Center, Inc.","620ab7d94aaeb67237a39757"
"CRC Industries, Inc.","620ab7d94aaeb67237a3975b"
"Crypton, Inc.","620ab7d94aaeb67237a3975f"
"CP Industries","620ab7d94aaeb67237a39763"
"Crown Chemical, Inc.","620ab7d94aaeb67237a39767"
"Custom Compounders Inc.","620ab7d94aaeb67237a3976b"
"Defunkify","620ab7d94aaeb67237a3976f"
"Diamond Chemical Company, Inc.","620ab7d94aaeb67237a39773"
"CWS-Direct, div. of CleanCraft Products, Inc.","620ab7d94aaeb67237a39777"
"Detergent Marketing Systems, Inc.","620ab7d94aaeb67237a3977b"
"DeltaGreen, LLC","620ab7d94aaeb67237a3977f"
"Dura Wax Company","620ab7d94aaeb67237a39783"
"Diversified Chemical Products, Inc.","620ab7d94aaeb67237a39787"
"Dirty Labs Inc.","620ab7da4aaeb67237a3978b"
"Dutch Hollow Janitorial Supplies, Inc.","620ab7da4aaeb67237a3978f"
"DuBois Chemicals","620ab7da4aaeb67237a39793"
"Earth Friendly Products","620ab7da4aaeb67237a39797"
"E&T Horizons","620ab7da4aaeb67237a3979b"
"EC Grow","620ab7da4aaeb67237a3979f"
"Disco, Inc.","620ab7da4aaeb67237a397a3"
"Edward Don & Company","620ab7da4aaeb67237a397a7"
"Emergency Stain Rescue LLC","620ab7da4aaeb67237a397ab"
"EcoChem Products LLC","620ab7da4aaeb67237a397af"
"EMS Detergent Services Co.","620ab7da4aaeb67237a397b3"
"EcoCompounds Inc.","620ab7da4aaeb67237a397b7"
"Envirochem, Inc.","620ab7da4aaeb67237a397bb"
"Enviro-Brands","620ab7da4aaeb67237a397bf"
"Environmental Biotech International, LLC","620ab7da4aaeb67237a397c3"
"Envirokleen, LLC","620ab7da4aaeb67237a397c7"
"Envirocon Technologies, Inc.","620ab7db4aaeb67237a397cb"
"Foaming Floors","620ab7db4aaeb67237a397cf"
"Essex Silverline","620ab7db4aaeb67237a397d3"
"F & F Hardware","620ab7db4aaeb67237a397d7"
"Essendant Co.","620ab7db4aaeb67237a397db"
"Fikes Products","620ab7db4aaeb67237a397df"
"Fabpro, Inc.","620ab7db4aaeb67237a397e3"
"Factory Cleaning Equipment","620ab7db4aaeb67237a397e7"
"Gator Chemical Company","620ab7db4aaeb67237a397eb"
"Friendly Organic LLC-BST Ltd.","620ab7db4aaeb67237a397ef"
"Fox Manufacturing, Inc.","620ab7db4aaeb67237a397f3"
"Green Technology Cleaning Solutions, LLC","620ab7db4aaeb67237a397f7"
"GLH Industries","620ab7db4aaeb67237a397fb"
"General Air Conditioning & Plumbing","620ab7db4aaeb67237a397ff"
"Globe Chemical Company","620ab7db4aaeb67237a39803"
"Elco Laboratories, Inc.","620ab7db4aaeb67237a39807"
"Gordon Food Service","620ab7dc4aaeb67237a3980b"
"Greenex CleanGroup LLC","620ab7dc4aaeb67237a3980f"
"Gold Medal Service","620ab7dc4aaeb67237a39813"
"Greenology Products, LLC","620ab7dc4aaeb67237a39817"
"Green Bucket","620ab7dc4aaeb67237a3981b"
"GreenLife Development","620ab7dc4aaeb67237a3981f"
"Grignard Company","620ab7dc4aaeb67237a39823"
"Guardian Protection Products","620ab7dc4aaeb67237a39827"
"ICB-PTY, Ltd.","620ab7dc4aaeb67237a3982b"
"Harvard Chemical LLC","620ab7dc4aaeb67237a3982f"
"Ingredients Matter LLC","620ab7dc4aaeb67237a39833"
"Industrial Chemical Solutions, LLC","620ab7dc4aaeb67237a39837"
"Illinois Correctional Industries Menard Correctional Industry","620ab7dc4aaeb67237a3983b"
"inShield Wiper","620ab7dc4aaeb67237a3983f"
"Handi-Clean Products, Inc.","620ab7dc4aaeb67237a39843"
"International Market Brands, Inc.","620ab7dc4aaeb67237a39847"
"Holloway House, Inc.","620ab7dd4aaeb67237a3984b"
"Interchem, Inc.","620ab7dd4aaeb67237a3984f"
"Imperial Dade","620ab7dd4aaeb67237a39853"
"Henkel Corporation","620ab7dd4aaeb67237a39857"
"JAD Corp. of America","620ab7dd4aaeb67237a3985b"
"Intercon Chemical Company","620ab7dd4aaeb67237a3985f"
"HLF Diversified, Inc.","620ab7dd4aaeb67237a39863"
"Jelmar, LLC","620ab7dd4aaeb67237a39867"
"Just Drains","620ab7dd4aaeb67237a3986b"
"Industry Supply Inc.","620ab7dd4aaeb67237a3986f"
"Key-4 Cleaning Supplies","620ab7dd4aaeb67237a39873"
"Kor-Chem, Inc.","620ab7dd4aaeb67237a39877"
"JOSELI LLC","620ab7dd4aaeb67237a3987b"
"Kinzua Environmental, Inc.","620ab7dd4aaeb67237a3987f"
"Lighthouse for the Blind","620ab7dd4aaeb67237a39883"
"Kunysz-Winder, LCA dba Summit Supply","620ab7de4aaeb67237a39887"
"Liberty Pure Solutions, Inc.","620ab7de4aaeb67237a3988b"
"LightHouse for the Blind and Visually Impaired","620ab7de4aaeb67237a3988f"
"Lucas Products Corp.","620ab7de4aaeb67237a39893"
"Mada Medical Products, Inc.","620ab7de4aaeb67237a39897"
"Maddiebrit Products","620ab7de4aaeb67237a3989b"
"Merry Maids","620ab7de4aaeb67237a3989f"
"MB Stone Care and Supply LLC.","620ab7de4aaeb67237a398a3"
"Maintex, Inc.","620ab7de4aaeb67237a398a7"
"Magic Wand Company","620ab7de4aaeb67237a398ab"
"Meijer","620ab7de4aaeb67237a398af"
"Ipax Atlantic LLC","620ab7de4aaeb67237a398b3"
"Milestone Equipment","620ab7de4aaeb67237a398b7"
"Midwest Natural Products, LLC","620ab7de4aaeb67237a398bb"
"Mid-American Research Chemical Corp.","620ab7de4aaeb67237a398bf"
"Modere","620ab7de4aaeb67237a398c3"
"Midland Products, LLC","620ab7df4aaeb67237a398c7"
"Morrisette Paper Company","620ab7df4aaeb67237a398cb"
"Mr. Rooter","620ab7df4aaeb67237a398cf"
"National Refrigeration Products","620ab7df4aaeb67237a398d3"
"Morrison Industrial Equipment","620ab7df4aaeb67237a398d7"
"Noble Chemical","620ab7df4aaeb67237a398db"
"New WIN Products LLC","620ab7df4aaeb67237a398df"
"Native Green","620ab7df4aaeb67237a398e3"
"NCH Corporation","620ab7df4aaeb67237a398e7"
"NaceCare Solutions","620ab7df4aaeb67237a398eb"
"Newline Industries","620ab7df4aaeb67237a398ef"
"New Wave Global Services, Inc.","620ab7df4aaeb67237a398f3"
"Nu-Calgon","620ab7df4aaeb67237a398f7"
"North American Corporation of Illinois","620ab7df4aaeb67237a398fb"
"Norvell Skin Solutions LLC","620ab7df4aaeb67237a398ff"
"Nuance Solutions dba Bullen Midwest","620ab7df4aaeb67237a39903"
"One Source Solutions","620ab7e04aaeb67237a39907"
"OfficeDepot OfficeMax","620ab7e04aaeb67237a3990b"
"Nyco Products Co.","620ab7e04aaeb67237a3990f"
"OMI Industries","620ab7e04aaeb67237a39913"
"One Biotechnology","620ab7e04aaeb67237a39917"
"odorcare LLC","620ab7e04aaeb67237a3991b"
"Oxi Fresh Franchising Company, Inc.","620ab7e04aaeb67237a3991f"
"Osprey Biotechnics, Inc.","620ab7e04aaeb67237a39923"
"Pariser Industries, Inc.","620ab7e04aaeb67237a39927"
"Oxymagic North East","620ab7e04aaeb67237a3992b"
"Paul Davis, Incorporated","620ab7e04aaeb67237a3992f"
"Osceola Supply","620ab7e04aaeb67237a39933"
"Pearlgreen Corp.","620ab7e04aaeb67237a39937"
"Patriot Enterprises","620ab7e04aaeb67237a3993b"
"PDQ Manufacturing, Inc.","620ab7e04aaeb67237a3993f"
"People's Janitorial Supply","620ab7e04aaeb67237a39943"
"Philip Rosenau Co. Inc.","620ab7e14aaeb67237a39947"
"Pet Airapy LLC","620ab7e14aaeb67237a3994b"
"Phillips Distribution, Inc.","620ab7e14aaeb67237a3994f"
"Phoenix Research Industries","620ab7e14aaeb67237a39953"
"Pinnacle Solutions, Inc.","620ab7e14aaeb67237a39957"
"Pine Glo Products Inc.","620ab7e14aaeb67237a3995b"
"Pioneer Manufacturing Co.","620ab7e14aaeb67237a3995f"
"PowerClean Technologies","620ab7e14aaeb67237a39963"
"Professional Sanitary Industries","620ab7e14aaeb67237a39967"
"Pro-Tex-All Company","620ab7e14aaeb67237a3996b"
"ProMaka Products","620ab7e14aaeb67237a3996f"
"PRIDE Industries","620ab7e14aaeb67237a39973"
"ProGold Lubricants","620ab7e14aaeb67237a39977"
"PortionPac Chemical Corp.","620ab7e14aaeb67237a3997b"
"Publix Super Markets, Inc.","620ab7e14aaeb67237a3997f"
"Professional Supply","620ab7e14aaeb67237a39983"
"Prosoco Inc.","620ab7e24aaeb67237a39987"
"Primegroup FM Solutions","620ab7e24aaeb67237a3998b"
"Reclaim Filters & Systems","620ab7e24aaeb67237a3998f"
"PurposeBuilt Brands","620ab7e24aaeb67237a39993"
"Ron Distributors","620ab7e24aaeb67237a39997"
"RECO","620ab7e24aaeb67237a3999b"
"Royal Paper Corporation","620ab7e24aaeb67237a3999f"
"Quality Septic, Inc.","620ab7e24aaeb67237a399a3"
"Rooter Town Plumbing","620ab7e24aaeb67237a399a7"
"QuestSpecialty Corporation","620ab7e24aaeb67237a399ab"
"Royal Papers","620ab7e24aaeb67237a399af"
"RSC Bio Solutions","620ab7e24aaeb67237a399b3"
"Sanitation Products of America","620ab7e24aaeb67237a399b7"
"Rust-Oleum Corporation","620ab7e24aaeb67237a399bb"
"Santec Inc.","620ab7e24aaeb67237a399bf"
"Sanitation Strategies","620ab7e24aaeb67237a399c3"
"Sensitive Home, Inc.","620ab7e34aaeb67237a399c7"
"Serenade Solutions LLC","620ab7e34aaeb67237a399cb"
"Sears","620ab7e34aaeb67237a399cf"
"Septic Blue","620ab7e34aaeb67237a399d3"
"Shaw Industries, Inc.","620ab7e34aaeb67237a399d7"
"Shield Industries, Inc.","620ab7e34aaeb67237a399db"
"Simplify Chemical Solutions, Inc.","620ab7e34aaeb67237a399df"
"ServiceMaster Clean","620ab7e34aaeb67237a399e3"
"Snappy Solutions","620ab7e34aaeb67237a399e7"
"Solar Chemical Inc.","620ab7e34aaeb67237a399eb"
"Smart Systems","620ab7e34aaeb67237a399ef"
"Sky Systems Co., Inc.","620ab7e34aaeb67237a399f3"
"Simple Modern","620ab7e34aaeb67237a399f7"
"SanSolutions","620ab7e34aaeb67237a399fb"
"Solugen, Inc.","620ab7e34aaeb67237a399ff"
"So-Flo Liquid Solutions","620ab7e44aaeb67237a39a03"
"South Texas Environmental Products, Inc.","620ab7e44aaeb67237a39a07"
"Solutex, Inc.","620ab7e44aaeb67237a39a0b"
"Spartan Chemical Company","620ab7e44aaeb67237a39a0f"
"Stanley Steemer","620ab7e44aaeb67237a39a13"
"Starco Enterprises Inc., DBA The Starco Group","620ab7e44aaeb67237a39a17"
"Staples, Inc. or its affiliate WorkLife Brands LLC","620ab7e44aaeb67237a39a1b"
"State Industrial Products, Inc.","620ab7e44aaeb67237a39a1f"
"Starco Chemical","620ab7e44aaeb67237a39a23"
"Sunburst Chemicals, Inc.","620ab7e44aaeb67237a39a27"
"State Street Brands LLC","620ab7e44aaeb67237a39a2b"
"STS","620ab7e44aaeb67237a39a2f"
"Sunline LLC","620ab7e44aaeb67237a39a33"
"Strauss Paper Co.","620ab7e44aaeb67237a39a37"
"Summit Brands","620ab7e44aaeb67237a39a3b"
"Sunshine Makers, Inc.","620ab7e44aaeb67237a39a3f"
"Sunny Sunday Co. LLC","620ab7e44aaeb67237a39a43"
"Summit Industrial Products","620ab7e54aaeb67237a39a47"
"Sutherland Products, Inc.","620ab7e54aaeb67237a39a4b"
"Superior Chemical Corporation DBA North Woods","620ab7e54aaeb67237a39a4f"
"The Filta Group Inc.","620ab7e54aaeb67237a39a53"
"Tahoe Supply, LLC","620ab7e54aaeb67237a39a57"
"Teeco Solutions","620ab7e54aaeb67237a39a5b"
"Swish Maintenance Limited","620ab7e54aaeb67237a39a5f"
"TifCo Industries","620ab7e54aaeb67237a39a63"
"Thetford Corporation","620ab7e54aaeb67237a39a67"
"The M. Conley Company","620ab7e54aaeb67237a39a6b"
"Touchstone Enviro Solutions, Inc.","620ab7e54aaeb67237a39a6f"
"VAL-U-CHEM","620ab7e54aaeb67237a39a73"
"Uline","620ab7e54aaeb67237a39a77"
"The Honest Company, Inc.","620ab7e54aaeb67237a39a7b"
"Vinagreen, LLC","620ab7e54aaeb67237a39a7f"
"Vi-Jon, LLC","620ab7e54aaeb67237a39a83"
"US Nonwovens","620ab7e64aaeb67237a39a87"
"Washing Systems, LLC","620ab7e64aaeb67237a39a8b"
"Warsaw Chemical Inc.","620ab7e64aaeb67237a39a8f"
"Wayne Concept Manufacturing","620ab7e64aaeb67237a39a93"
"WAXIE Sanitary Supply","620ab7e64aaeb67237a39a97"
"Value Products, Inc.","620ab7e64aaeb67237a39a9b"
"Winzer Corporation","620ab7e64aaeb67237a39a9f"
"United Laboratories, Inc.","620ab7e64aaeb67237a39aa3"
"Webb Chemical and Paper Co.","620ab7e64aaeb67237a39aa7"
"Werth Sanitary Supply Company","620ab7e64aaeb67237a39aab"
"WD-40 Company","620ab7e64aaeb67237a39aaf"
"W.W. Grainger, Inc.","620ab7e64aaeb67237a39ab3"
"Wechem, Inc.","620ab7e64aaeb67237a39ab7"
"XL North, LLC","620ab7e64aaeb67237a39abb"
"Wegmans","620ab7e64aaeb67237a39abf"
"Xtreme Engineered Floor Systems","620ab7e74aaeb67237a39ac3"
"Lenzing AG","620ab7e74aaeb67237a39ac7"
"Danone","620ab7e74aaeb67237a39acb"
"Zing International, Inc.","620ab7e74aaeb67237a39acf"
"Zep Manufacturing, Inc.","620ab7e74aaeb67237a39ad3"
"Zoom Franchise Company, LLC","620ab7e74aaeb67237a39ad7"
"Essity","620ab7e74aaeb67237a39adb"
"Anheuser Busch InBev","620ab7e74aaeb67237a39adf"
"Anglo American Platinum","620ab7e74aaeb67237a39ae3"
"ASE Technology Holding Co., Ltd.","620ab7e74aaeb67237a39ae7"
"TETRA PAK","620ab7e74aaeb67237a39aeb"
"AstraZeneca","620ab7e74aaeb67237a39aef"
"Air Liquide","620ab7e74aaeb67237a39af3"
"BASF SE","620ab7e74aaeb67237a39af7"
"Bayer AG","620ab7e74aaeb67237a39afb"
"Braskem S/A","620ab7e74aaeb67237a39aff"
"Brembo SpA","620ab7e84aaeb67237a39b03"
"Canon Inc.","620ab7e84aaeb67237a39b07"
"City Developments Limited","620ab7e84aaeb67237a39b0b"
"Coca-Cola HBC AG","620ab7e84aaeb67237a39b0f"
"Coca-Cola European Partners","620ab7e84aaeb67237a39b13"
"Delta Electronics, Inc.","620ab7e84aaeb67237a39b17"
"Companhia Energetica Minas Gerais - CEMIG","620ab7e84aaeb67237a39b1b"
"Diageo Plc","620ab7e84aaeb67237a39b1f"
"EDP - Energias de Portugal S.A.","620ab7e84aaeb67237a39b23"
"Empresas CMPC","620ab7e84aaeb67237a39b27"
"Caesars Entertainment","620ab7e84aaeb67237a39b2b"
"Electrolux","620ab7e84aaeb67237a39b2f"
"Fast Retailing Co., Ltd.","620ab7e84aaeb67237a39b33"
"Endesa","620ab7e84aaeb67237a39b37"
"FIRMENICH SA","620ab7e84aaeb67237a39b3b"
"Flex Ltd.","620ab7e84aaeb67237a39b3f"
"Formosa Petrochemical","620ab7e94aaeb67237a39b43"
"FUJI OIL HOLDINGS INC.","620ab7e94aaeb67237a39b47"
"Formosa Taffeta Co.","620ab7e94aaeb67237a39b4b"
"Formosa Chemicals & Fibre Corporation","620ab7e94aaeb67237a39b4f"
"FUJIFILM Holdings Corporation","620ab7e94aaeb67237a39b53"
"GEA Group AG","620ab7e94aaeb67237a39b57"
"Givaudan SA","620ab7e94aaeb67237a39b5b"
"Gold Fields Limited","620ab7e94aaeb67237a39b5f"
"Hitachi, Ltd.","620ab7e94aaeb67237a39b63"
"GlaxoSmithKline","620ab7e94aaeb67237a39b67"
"Impala Platinum Holdings","620ab7e94aaeb67237a39b6b"
"J Sainsbury Plc","620ab7e94aaeb67237a39b6f"
"International Flavors & Fragrances Inc.","620ab7e94aaeb67237a39b73"
"Kia Motors Corp","620ab7e94aaeb67237a39b77"
"Fujitsu Limited","620ab7e94aaeb67237a39b7b"
"KAO Corporation","620ab7e94aaeb67237a39b7f"
"Japan Tobacco Inc.","620ab7ea4aaeb67237a39b83"
"Kikkoman Corporation","620ab7ea4aaeb67237a39b87"
"Kirin Holdings Co Ltd","620ab7ea4aaeb67237a39b8b"
"Kering","620ab7ea4aaeb67237a39b8f"
"Komatsu Ltd.","620ab7ea4aaeb67237a39b93"
"Klabin S/A","620ab7ea4aaeb67237a39b97"
"Mahindra & Mahindra","620ab7ea4aaeb67237a39b9b"
"Kubota Corporation","620ab7ea4aaeb67237a39b9f"
"LG Display","620ab7ea4aaeb67237a39ba3"
"Mondi PLC","620ab7ea4aaeb67237a39ba7"
"L'Oréal","620ab7ea4aaeb67237a39bab"
"Metsa Board Corporation","620ab7ea4aaeb67237a39baf"
"Mitsubishi Electric Corporation","620ab7ea4aaeb67237a39bb3"
"Marfrig Global Foods S/A","620ab7ea4aaeb67237a39bb7"
"Mars","620ab7ea4aaeb67237a39bbb"
"Nabtesco Corporation","620ab7eb4aaeb67237a39bbf"
"Nissan Chemical Corporation","620ab7eb4aaeb67237a39bc3"
"Nissan Motor Co., Ltd.","620ab7eb4aaeb67237a39bc7"
"Nan Ya Plastics","620ab7eb4aaeb67237a39bcb"
"NEC Corporation","620ab7eb4aaeb67237a39bcf"
"Philip Morris International","620ab7eb4aaeb67237a39bd3"
"Novartis","620ab7eb4aaeb67237a39bd7"
"Samsung Electronics","620ab7eb4aaeb67237a39bdb"
"Seiko Epson Corporation","620ab7eb4aaeb67237a39bdf"
"SANOFI","620ab7eb4aaeb67237a39be3"
"SEKISUI CHEMICAL CO.,LTD.","620ab7eb4aaeb67237a39be7"
"Schnitzer Steel Industries, Inc.","620ab7eb4aaeb67237a39beb"
"PTT Global Chemical","620ab7eb4aaeb67237a39bef"
"SK Hynix","620ab7eb4aaeb67237a39bf3"
"Sony Corporation","620ab7eb4aaeb67237a39bf7"
"Shionogi & Co., Ltd.","620ab7eb4aaeb67237a39bfb"
"Sumitomo Corporation","620ab7ec4aaeb67237a39bff"
"Swire Pacific","620ab7ec4aaeb67237a39c03"
"Symrise AG","620ab7ec4aaeb67237a39c07"
"Sumitomo Chemical Co., Ltd.","620ab7ec4aaeb67237a39c0b"
"Suntory Beverage & Food","620ab7ec4aaeb67237a39c0f"
"Tech Mahindra","620ab7ec4aaeb67237a39c13"
"Swire Coca-Cola Limited","620ab7ec4aaeb67237a39c17"
"Taiwan Semiconductor Manufacturing","620ab7ec4aaeb67237a39c1b"
"Tokyo Gas Co., Ltd.","620ab7ec4aaeb67237a39c1f"
"TEKFEN HOLDING A.S.","620ab7ec4aaeb67237a39c23"
"TDK Corporation","620ab7ec4aaeb67237a39c27"
"Toyota Motor Corporation","620ab7ec4aaeb67237a39c2b"
"Toray Industries, Inc.","620ab7ec4aaeb67237a39c2f"
"UPM-Kymmene Corporation","620ab7ec4aaeb67237a39c33"
"Toyota Industries Corporation","620ab7ec4aaeb67237a39c37"
"Vina Concha y Toro S A","620ab7ec4aaeb67237a39c3b"
"AENA SME SA","620ab7ed4aaeb67237a39c3f"
"Yokogawa Electric Corporation","620ab7ed4aaeb67237a39c43"
"Aeon Co., Ltd.","620ab7ed4aaeb67237a39c47"
"Volkswagen AG","620ab7ed4aaeb67237a39c4b"
"AIB Group Plc","620ab7ed4aaeb67237a39c4f"
"Alstom","620ab7ed4aaeb67237a39c53"
"Unilever plc","620ab7ed4aaeb67237a39c57"
"Anglian Water","620ab7ed4aaeb67237a39c5b"
"Ajinomoto Co.Inc.","620ab7ed4aaeb67237a39c5f"
"APG SGA SA","620ab7ed4aaeb67237a39c63"
"Asahi Group Holdings, Ltd.","620ab7ed4aaeb67237a39c67"
"ASTM SpA","620ab7ed4aaeb67237a39c6b"
"Atos SE","620ab7ed4aaeb67237a39c6f"
"Bollore SA","620ab7ed4aaeb67237a39c73"
"Berkeley Group","620ab7ed4aaeb67237a39c77"
"Beiersdorf AG","620ab7ed4aaeb67237a39c7b"
"BNY Mellon","620ab7ee4aaeb67237a39c7f"
"British American Tobacco","620ab7ee4aaeb67237a39c83"
"Benesse Holdings, Inc.","620ab7ee4aaeb67237a39c87"
"Bridgestone Corporation","620ab7ee4aaeb67237a39c8b"
"BillerudKorsnas","620ab7ee4aaeb67237a39c8f"
"BPER Banca","620ab7ee4aaeb67237a39c93"
"BMW AG","620ab7ee4aaeb67237a39c97"
"Clicks Group Ltd","620ab7ee4aaeb67237a39c9b"
"Borregaard ASA","620ab7ee4aaeb67237a39c9f"
"Burberry Group","620ab7ee4aaeb67237a39ca3"
"BT Group","620ab7ee4aaeb67237a39ca7"
"Canadian National Railway Company","620ab7ee4aaeb67237a39cab"
"Centrica","620ab7ee4aaeb67237a39caf"
"Carlsberg Breweries A/S","620ab7ee4aaeb67237a39cb3"
"Corbion","620ab7ee4aaeb67237a39cb7"
"Castellum","620ab7ef4aaeb67237a39cbb"
"CTT - Correios de Portugal SA","620ab7ef4aaeb67237a39cbf"
"CNH Industrial NV","620ab7ef4aaeb67237a39cc3"
"Daiwa House Industry Co., Ltd.","620ab7ef4aaeb67237a39cc7"
"Daiichi Sankyo Co., Ltd.","620ab7ef4aaeb67237a39ccb"
"Dexus","620ab7ef4aaeb67237a39ccf"
