"subcategoryId","subcategoryName","avgScore"
"629b9a6c91571911cc170f21","Community Welfare",0.7304237824161923
"629b9a6c91571911cc170f23","Diversity & Inclusion",0.7075585072738773
"629b9a6c91571911cc170f1f","Climate Action",0.8974067046173309
"629b9a6c91571911cc170f1d","Sustainability",0.7334598355471221
