"userId","merchantFrequencies"
"621b99295f87e75f53659f20","[{""company"":""Walmart"",""frequency"":1}]"
"621b992a5f87e75f53659f70","[{""company"":""GrubHub"",""frequency"":12}]"
"621b992b5f87e75f5365a070","[{""company"":""Kohl's"",""frequency"":1},{""company"":""Stop & Shop"",""frequency"":2},{""company"":""Staples"",""frequency"":1}]"
"62228793789aa8a8c8b2904d","[{""company"":""BJs Wholesale Club"",""frequency"":4},{""company"":""Walgreens Co."",""frequency"":4},{""company"":""Rite Aid"",""frequency"":2},{""company"":""Walmart"",""frequency"":2}]"
"6227cb50789aa8a8c8b2a8f9","[{""company"":""Walgreens Co."",""frequency"":1},{""company"":""Credit Karma"",""frequency"":2},{""company"":""Walmart"",""frequency"":1}]"
"622fa72c69efed553497b420","[{""company"":""Walmart"",""frequency"":1}]"
"622fef3069efed553497b5fd","[{""company"":""Walmart"",""frequency"":1}]"
"623a1e6db9180b4dd47c4d45","[{""company"":""Paramount+"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":1}]"
"6240a37350ee57f773dc74a5","[{""company"":""Ecologi"",""frequency"":1}]"
"6241333750ee57f773dc779d","[{""company"":""Walgreens Co."",""frequency"":1}]"
"6241638f50ee57f773dc77cd","[{""company"":""Walmart"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":4}]"
"624461c4ffddb1d2cfe84078","[{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":3},{""company"":""Verizon Communications"",""frequency"":1},{""company"":""Macy's Inc."",""frequency"":1}]"
"6244dfc3ffddb1d2cfe8491c","[{""company"":""CVS Pharmacy"",""frequency"":3},{""company"":""AT&T"",""frequency"":1}]"
"6246de3bffddb1d2cfe84cec","[{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""Walmart"",""frequency"":1}]"
"624e182e35878febb46cd1cf","[{""company"":""Paramount+"",""frequency"":1},{""company"":""GrubHub"",""frequency"":7}]"
"624ef1bb35878febb46cd29a","[{""company"":""Walgreens Co."",""frequency"":1},{""company"":""Food Lion"",""frequency"":3}]"
"62538c4e35878febb46cece0","[{""company"":""Verizon Communications"",""frequency"":2},{""company"":""Walmart"",""frequency"":1},{""company"":""Best Buy"",""frequency"":1},{""company"":""GrubHub"",""frequency"":2}]"
"62589878fdf53050b101bfbb","[{""company"":""Lemonade"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":1},{""company"":""Walmart"",""frequency"":9},{""company"":""Macy's Inc."",""frequency"":1},{""company"":""AT&T"",""frequency"":2}]"
"625c892f54a66f22050ad8a7","[{""company"":""Walmart"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":1}]"
"6261ac5cb2a4d2ab1cb814d6","[{""company"":""Walmart"",""frequency"":6},{""company"":""AT&T"",""frequency"":1},{""company"":""Office Depot"",""frequency"":1}]"
"62655bbab2a4d2ab1cb83923","[{""company"":""Panera Bread"",""frequency"":1},{""company"":""Walmart"",""frequency"":1},{""company"":""American Eagle Outfitters"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":1}]"
"626ad47b81bf23317bb8362c","[{""company"":""Walgreens Co."",""frequency"":1}]"
"6272c9ae964cfaff19d95b3e","[{""company"":""Old Navy"",""frequency"":1},{""company"":""West Elm"",""frequency"":2},{""company"":""Dick's Sporting Goods"",""frequency"":1}]"
"627f26476c827886a93f4f00","[{""company"":""Vans"",""frequency"":1}]"
"6282f605e2a067f383f381c9","[{""company"":""CVS Pharmacy"",""frequency"":2}]"
"6283218ee2a067f383f3822f","[{""company"":""Sam's Club"",""frequency"":1}]"
"6283bec56e8bec4b6fc677b9","[{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""weightwatchers"",""frequency"":1},{""company"":""Best Buy"",""frequency"":1},{""company"":""Nordstrom"",""frequency"":1}]"
"6284dcf56e8bec4b6fc69182","[{""company"":""Panera Bread"",""frequency"":2},{""company"":""Walgreens Co."",""frequency"":1},{""company"":""Kohl's"",""frequency"":1}]"
"628544376e8bec4b6fc69bfe","[{""company"":""AT&T"",""frequency"":1},{""company"":""Costco"",""frequency"":1},{""company"":""Walmart"",""frequency"":1},{""company"":""Kohl's"",""frequency"":1},{""company"":""Best Buy"",""frequency"":1}]"
"628e7fd5d33949b170341295","[{""company"":""Walmart"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":4},{""company"":""Panera Bread"",""frequency"":1}]"
"62a57c3d3e0d9cbffa5e7f49","[{""company"":""Walmart"",""frequency"":3}]"
"62afc053b3e37a62167d561b","[{""company"":""Expedia"",""frequency"":1},{""company"":""Walmart"",""frequency"":4}]"
"62b295d9b3e37a6216a9b826","[{""company"":""Expedia"",""frequency"":1}]"
"62bc451484d42126c3338294","[{""company"":""Walgreens Co."",""frequency"":1}]"
"62be9d8a84d42126c34d1329","[{""company"":""AT&T"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":35}]"
"62c4e3d9171fcb8b3b74eefe","[{""company"":""Rite Aid"",""frequency"":1},{""company"":""Costco"",""frequency"":2}]"
"62c5b764171fcb8b3b7ad0d9","[{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""Best Buy"",""frequency"":1}]"
"62c678f76af0395b303cebad","[{""company"":""CVS Pharmacy"",""frequency"":1}]"
"62c7672e6af0395b304fa5e3","[{""company"":""Panera Bread"",""frequency"":1}]"
"62cd65e86af0395b30a788e0","[{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""Walmart"",""frequency"":1},{""company"":""GrubHub"",""frequency"":6}]"
"62cdb1f06af0395b30aed893","[{""company"":""CVS Pharmacy"",""frequency"":2}]"
"62cef96b6af0395b30cb2f79","[{""company"":""Walmart"",""frequency"":4}]"
"62cf418a6af0395b30d1fc05","[{""company"":""AT&T"",""frequency"":1},{""company"":""Food Lion"",""frequency"":2}]"
"62cfabf86af0395b30da20a6","[{""company"":""Walmart"",""frequency"":2}]"
"62d87eec6af0395b308c4e32","[{""company"":""Walmart"",""frequency"":1},{""company"":""Function of Beauty"",""frequency"":1}]"
"62da1a2864a9af573bcead2d","[{""company"":""Walmart"",""frequency"":1}]"
"62db98a664a9af573bec705d","[{""company"":""Walmart"",""frequency"":1}]"
"62dba3e564a9af573bed668d","[{""company"":""Walmart"",""frequency"":1}]"
"62df311d92f04b37b3e6a5df","[{""company"":""Walgreens Co."",""frequency"":3}]"
"62df4b9592f04b37b3e9367d","[{""company"":""Walmart"",""frequency"":3},{""company"":""Stop & Shop"",""frequency"":3}]"
"62dfc5db92f04b37b3f43d16","[{""company"":""Stop & Shop"",""frequency"":3},{""company"":""Walmart"",""frequency"":3}]"
"62e0534ce4280ec309089636","[{""company"":""Sephora"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":1}]"
"62e1304ee4280ec30917f171","[{""company"":""GoDaddy"",""frequency"":2}]"
"62e33e12e4280ec30955951e","[{""company"":""Verizon Communications"",""frequency"":1},{""company"":""Rite Aid"",""frequency"":1},{""company"":""GrubHub"",""frequency"":1}]"
"62e437d3e4280ec3096c7a3d","[{""company"":""Walmart"",""frequency"":1}]"
"62e43ab8e4280ec3096d7fa3","[{""company"":""CVS Pharmacy"",""frequency"":5}]"
"62e74f64e4280ec309afcf45","[{""company"":""Walmart"",""frequency"":1}]"
"62e8ac2fe4280ec309cf3c0f","[{""company"":""Costco"",""frequency"":5}]"
"62edd15ec5588d0ec6db2f9b","[{""company"":""Walmart"",""frequency"":1}]"
"62f0bfe7c5588d0ec611015f","[{""company"":""Walmart"",""frequency"":3}]"
"62f2c9aec5588d0ec63c37c1","[{""company"":""Walmart"",""frequency"":2},{""company"":""Dick's Sporting Goods"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":2}]"
"62f543c4c5588d0ec66c2aaf","[{""company"":""GrubHub"",""frequency"":2}]"
"62f9290d237e3f1a01f82897","[{""company"":""Rite Aid"",""frequency"":1}]"
"62f9293e237e3f1a01f8289d","[{""company"":""Rite Aid"",""frequency"":1}]"
"62fba042237e3f1a0129eda8","[{""company"":""Walmart"",""frequency"":2}]"
"630145683126fd9f330c19d4","[{""company"":""Panera Bread"",""frequency"":1},{""company"":""Walmart"",""frequency"":3}]"
"6307b77a41090cabb3dc6e27","[{""company"":""GrubHub"",""frequency"":3}]"
"630e79a541090cabb394a834","[{""company"":""H&M"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""JustAnswer"",""frequency"":2}]"
"631287821905c1bd86827ba6","[{""company"":""Walmart"",""frequency"":1}]"
"631448cc1905c1bd86a34f93","[{""company"":""Walgreens Co."",""frequency"":2},{""company"":""asos"",""frequency"":1}]"
"63186bed1905c1bd86fcd5f1","[{""company"":""Walmart"",""frequency"":1}]"
"63192e7e1905c1bd860f7f25","[{""company"":""Rite Aid"",""frequency"":4},{""company"":""Xfinity"",""frequency"":1},{""company"":""Walmart"",""frequency"":1}]"
"631a18dd1905c1bd86242b2a","[{""company"":""Paramount+"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":2},{""company"":""Verizon Communications"",""frequency"":1},{""company"":""BJs Wholesale Club"",""frequency"":2}]"
"631ac5fb1905c1bd863350cb","[{""company"":""Walmart"",""frequency"":1}]"
"631e170a760fb952a766d1dc","[{""company"":""Walgreens Co."",""frequency"":1},{""company"":""Walmart"",""frequency"":4},{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""AT&T"",""frequency"":1},{""company"":""Sezzle"",""frequency"":3}]"
"631f79b0760fb952a7876eb2","[{""company"":""CVS Pharmacy"",""frequency"":1}]"
"6326b7d0f519ea4813e413e4","[{""company"":""Walmart"",""frequency"":2}]"
"6327de30f519ea4813f8eaea","[{""company"":""Walmart"",""frequency"":4}]"
"632d162941125442c0f01905","[{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""Walmart"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":2}]"
"632d305c41125442c0f0f7ba","[{""company"":""Walmart"",""frequency"":6},{""company"":""Kohl's"",""frequency"":1},{""company"":""Sam's Club"",""frequency"":7}]"
"632e438b92f9bf43379db07f","[{""company"":""Walmart"",""frequency"":3}]"
"633083c892f9bf4337a4fde3","[{""company"":""CVS Pharmacy"",""frequency"":1}]"
"6330d23f92f9bf4337a64879","[{""company"":""Walmart"",""frequency"":2}]"
"63319f3792f9bf4337a8842e","[{""company"":""CVS Pharmacy"",""frequency"":6}]"
"6331e951bed322deda750264","[{""company"":""Microsoft"",""frequency"":1},{""company"":""GoDaddy"",""frequency"":2},{""company"":""Walgreens Co."",""frequency"":2},{""company"":""GrubHub"",""frequency"":2}]"
"6331eeffbed322deda756b15","[{""company"":""Walmart"",""frequency"":2}]"
"63389f598375e2b77a8a3e31","[{""company"":""Walmart"",""frequency"":2}]"
"633e68668375e2b77a929d01","[{""company"":""Sezzle"",""frequency"":1},{""company"":""GrubHub"",""frequency"":1},{""company"":""Best Buy"",""frequency"":2}]"
"633f634b8375e2b77a93a4b5","[{""company"":""Walmart"",""frequency"":1}]"
"634098fc8375e2b77a951a2d","[{""company"":""Walgreens Co."",""frequency"":1}]"
"63417d338375e2b77a9670f2","[{""company"":""Walgreens Co."",""frequency"":1}]"
"6342f721813d349148a868f1","[{""company"":""Verizon Communications"",""frequency"":3},{""company"":""Staples"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":3},{""company"":""Walmart"",""frequency"":3}]"
"6342fe8f8375e2b77a97c53f","[{""company"":""Walmart"",""frequency"":1}]"
"6343739c8375e2b77a981e42","[{""company"":""GrubHub"",""frequency"":2},{""company"":""Walmart"",""frequency"":13},{""company"":""Verizon Communications"",""frequency"":1},{""company"":""DIRECTV"",""frequency"":2}]"
"6343af908375e2b77a989fb5","[{""company"":""Walgreens Co."",""frequency"":1}]"
"6345cc4a813d349148ac28c6","[{""company"":""Walmart"",""frequency"":2}]"
"634721b78375e2b77aa4b171","[{""company"":""Walmart"",""frequency"":2}]"
"634b1a07813d349148c39435","[{""company"":""AT&T"",""frequency"":1}]"
"634b439c8375e2b77aae878c","[{""company"":""Walmart"",""frequency"":1}]"
"634cdf7a813d349148c91535","[{""company"":""Best Buy"",""frequency"":1},{""company"":""Sezzle"",""frequency"":7}]"
"634f5c648375e2b77abada79","[{""company"":""Meta"",""frequency"":1}]"
"6351e8028375e2b77ac45f3d","[{""company"":""Walmart"",""frequency"":2}]"
"6352aaf2813d349148e19ffa","[{""company"":""Walmart"",""frequency"":3}]"
"63531d158375e2b77ac7e160","[{""company"":""Meta"",""frequency"":1}]"
"6353c2688375e2b77ac96bc4","[{""company"":""Groupon Inc."",""frequency"":5}]"
"635611e3813d349148eebd6f","[{""company"":""Verizon Communications"",""frequency"":1},{""company"":""Walmart"",""frequency"":1}]"
"6358ca96b2a9ba597ca6b47e","[{""company"":""AT&T"",""frequency"":2}]"
"6359bb27b2a9ba597cab7b19","[{""company"":""GrubHub"",""frequency"":1},{""company"":""Paramount+"",""frequency"":1}]"
"635ae142d11dece99abf058f","[{""company"":""GrubHub"",""frequency"":1},{""company"":""Paramount+"",""frequency"":1}]"
"635b3c3ab2a9ba597cb043d6","[{""company"":""Walmart"",""frequency"":1}]"
"635c5043b2a9ba597cb3b88d","[{""company"":""Walmart"",""frequency"":1}]"
"635ebce0b2a9ba597cb7ad7b","[{""company"":""Old Navy"",""frequency"":1},{""company"":""Verizon Communications"",""frequency"":2},{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""Walmart"",""frequency"":1}]"
"636016cdb2a9ba597cbb1ee7","[{""company"":""Walmart"",""frequency"":5},{""company"":""Best Buy"",""frequency"":1}]"
"6360da9cb2a9ba597cbca5c9","[{""company"":""Walmart"",""frequency"":2},{""company"":""Stop & Shop"",""frequency"":1},{""company"":""BJs Wholesale Club"",""frequency"":1},{""company"":""Kohl's"",""frequency"":1}]"
"6362ebc9b2a9ba597cc12e74","[{""company"":""Verizon Communications"",""frequency"":1}]"
"6367ffc3e03ec20531599135","[{""company"":""Walmart"",""frequency"":1}]"
"636854939d11b91789e37339","[{""company"":""Food Lion"",""frequency"":7},{""company"":""Stop & Shop"",""frequency"":3},{""company"":""Walgreens Co."",""frequency"":1},{""company"":""Kohl's"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":1}]"
"636bdbc89d11b91789eb3646","[{""company"":""Walgreens Co."",""frequency"":1},{""company"":""Walmart"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":3}]"
"6372fcd29d11b91789f9b980","[{""company"":""Walgreens Co."",""frequency"":1}]"
"6372ff01e03ec2053173d95c","[{""company"":""Nordstrom"",""frequency"":1},{""company"":""Athleta"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":1}]"
"6373fd4d40b1cd7b2a0ac069","[{""company"":""Sezzle"",""frequency"":1},{""company"":""GrubHub"",""frequency"":3},{""company"":""Meta"",""frequency"":15},{""company"":""AT&T"",""frequency"":1}]"
"6374d03e21384dd2db0a6115","[{""company"":""Walmart"",""frequency"":12}]"
"6374f66540b1cd7b2a0c63c7","[{""company"":""Verizon Communications"",""frequency"":1},{""company"":""Paramount+"",""frequency"":1},{""company"":""Walmart"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":1}]"
"637bc21121384dd2db13eac5","[{""company"":""Best Buy"",""frequency"":1},{""company"":""Famous Footwear"",""frequency"":1},{""company"":""Dick's Sporting Goods"",""frequency"":1},{""company"":""Walmart"",""frequency"":1}]"
"637be5d121384dd2db144c2f","[{""company"":""Walmart"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":2}]"
"6383abd240b1cd7b2a2382e2","[{""company"":""Sezzle"",""frequency"":7},{""company"":""Walmart"",""frequency"":1},{""company"":""Kohl's"",""frequency"":2},{""company"":""GrubHub"",""frequency"":1}]"
"638534c721384dd2db20abb9","[{""company"":""Walgreens Co."",""frequency"":8}]"
"6386be7021384dd2db2346b0","[{""company"":""Levi's"",""frequency"":1}]"
"638930ff21384dd2db2d805b","[{""company"":""Best Buy"",""frequency"":2},{""company"":""Walgreens Co."",""frequency"":1}]"
"638adda8bce3b0f88883f0d7","[{""company"":""Walgreens Co."",""frequency"":1}]"
"638b2a54bce3b0f888849b8f","[{""company"":""Credit Karma"",""frequency"":6}]"
"638b611257b18c90c107daa0","[{""company"":""Verizon Communications"",""frequency"":2},{""company"":""CVS Pharmacy"",""frequency"":1}]"
"638b78e057b18c90c107fafc","[{""company"":""Walmart"",""frequency"":2},{""company"":""Sam's Club"",""frequency"":2}]"
"638e270257b18c90c112a04c","[{""company"":""Old Navy"",""frequency"":2},{""company"":""Walmart"",""frequency"":1}]"
"639216950f040663f1340649","[{""company"":""Paramount+"",""frequency"":2}]"
"63921ab30f040663f13429ba","[{""company"":""Walmart"",""frequency"":1}]"
"6394346c59bef557b0f9752c","[{""company"":""Rite Aid"",""frequency"":1},{""company"":""Stop & Shop"",""frequency"":1},{""company"":""BJs Wholesale Club"",""frequency"":1}]"
"6394afd5d241f625e4802a84","[{""company"":""Verizon Communications"",""frequency"":1}]"
"6394df41d241f625e48048ef","[{""company"":""Verizon Communications"",""frequency"":1},{""company"":""Sezzle"",""frequency"":13}]"
"63966307d241f625e482380d","[{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":2}]"
"6396af26d241f625e482d15a","[{""company"":""CVS Pharmacy"",""frequency"":2},{""company"":""Sezzle"",""frequency"":3}]"
"639792649dfa4a7936666627","[{""company"":""Walgreens Co."",""frequency"":5},{""company"":""Walmart"",""frequency"":1},{""company"":""Xfinity"",""frequency"":1}]"
"639ca6307c143eccfd2eb5d0","[{""company"":""BJs Wholesale Club"",""frequency"":2},{""company"":""Walmart"",""frequency"":1}]"
"639caea33beeb906e3b8e293","[{""company"":""Credit Karma"",""frequency"":2},{""company"":""Walgreens Co."",""frequency"":2}]"
"639cb4997c143eccfd2ffb1c","[{""company"":""Walmart"",""frequency"":1}]"
"639d23057c143eccfd341cd4","[{""company"":""Walmart"",""frequency"":17}]"
"639da7cf3beeb906e3c66cee","[{""company"":""Walmart"",""frequency"":2}]"
"639e42a53beeb906e3cc68ac","[{""company"":""CVS Pharmacy"",""frequency"":1}]"
"639f28b73beeb906e3d7fe29","[{""company"":""BJs Wholesale Club"",""frequency"":1}]"
"639f600f3beeb906e3d916be","[{""company"":""Paramount+"",""frequency"":1}]"
"63a253f273bb155c92b57ce1","[{""company"":""Sezzle"",""frequency"":1}]"
"63a350d3047dc35ba291381a","[{""company"":""Rite Aid"",""frequency"":1}]"
"63a36bb9047dc35ba292c9b7","[{""company"":""Walmart"",""frequency"":3},{""company"":""HP"",""frequency"":1}]"
"63a3b245047dc35ba29893e3","[{""company"":""Walmart"",""frequency"":6},{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""BJs Wholesale Club"",""frequency"":3}]"
"63a45cbb047dc35ba29f6ddb","[{""company"":""Paramount+"",""frequency"":1},{""company"":""Walmart"",""frequency"":1}]"
"63a7a5b973bb155c92deaa87","[{""company"":""Walmart"",""frequency"":6}]"
"63a8dfb773bb155c92e731e3","[{""company"":""Walmart"",""frequency"":16},{""company"":""Verizon Communications"",""frequency"":2},{""company"":""Food Lion"",""frequency"":4}]"
"63ab1ce0047dc35ba2e37b68","[{""company"":""Walmart"",""frequency"":3},{""company"":""Groupon Inc."",""frequency"":2},{""company"":""Verizon Communications"",""frequency"":2}]"
"63abc099047dc35ba2ead734","[{""company"":""CVS Pharmacy"",""frequency"":1}]"
"63b0cc47047dc35ba21baa01","[{""company"":""CVS Pharmacy"",""frequency"":1},{""company"":""Walmart"",""frequency"":1},{""company"":""Best Buy"",""frequency"":1},{""company"":""Sezzle"",""frequency"":2}]"
"63b3c80a73bb155c92308979","[{""company"":""Walmart"",""frequency"":4},{""company"":""Walgreens Co."",""frequency"":1}]"
"63b47b97b813a41148de0168","[{""company"":""Verizon Communications"",""frequency"":2}]"
"63b4bd3eb813a41148e11b70","[{""company"":""Walmart"",""frequency"":2}]"
"63b4d3dab813a41148e22fcb","[{""company"":""Sezzle"",""frequency"":1}]"
"63b6f28f74c535bea3648e98","[{""company"":""Walmart"",""frequency"":5},{""company"":""Xfinity"",""frequency"":2}]"
"63b90e0c91a8d735fbf3eb76","[{""company"":""Walmart"",""frequency"":3}]"
"63b9173591a8d735fbf4b67f","[{""company"":""Walmart"",""frequency"":2}]"
"63bca7d00930e9fd1f5140ef","[{""company"":""Rite Aid"",""frequency"":1},{""company"":""CVS Pharmacy"",""frequency"":3},{""company"":""Macy's Inc."",""frequency"":1},{""company"":""GrubHub"",""frequency"":1},{""company"":""Sephora"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":2}]"
"63be6604fbcc79db9ab3901f","[{""company"":""Food Lion"",""frequency"":1}]"
"63bf04540930e9fd1f6860c2","[{""company"":""CVS Pharmacy"",""frequency"":4},{""company"":""GrubHub"",""frequency"":1}]"
"63c09c14a5077463236e5a8e","[{""company"":""Walgreens Co."",""frequency"":1},{""company"":""Office Depot"",""frequency"":1},{""company"":""Sam's Club"",""frequency"":2}]"
"63c5064ea5077463238fd677","[{""company"":""Walmart"",""frequency"":1},{""company"":""Xfinity"",""frequency"":1},{""company"":""Sezzle"",""frequency"":1}]"
"63c64453a5077463239a1132","[{""company"":""Walmart"",""frequency"":2}]"
"63c852139a075782b8be6bf1","[{""company"":""Walmart"",""frequency"":6}]"
"63c86088c8d3ce62f3e2e35c","[{""company"":""Nordstrom"",""frequency"":2},{""company"":""BJs Wholesale Club"",""frequency"":5},{""company"":""Xfinity"",""frequency"":2},{""company"":""Sezzle"",""frequency"":5},{""company"":""Sam's Club"",""frequency"":1},{""company"":""Kohl's"",""frequency"":1},{""company"":""Walmart"",""frequency"":1}]"
"63c9c21dc8d3ce62f3ed2e87","[{""company"":""Walmart"",""frequency"":1}]"
"63cb44ecc8d3ce62f3f6b31c","[{""company"":""Microsoft"",""frequency"":1},{""company"":""Walmart"",""frequency"":10}]"
"63cd9b919a075782b8e2fa00","[{""company"":""Walmart"",""frequency"":1}]"
"63ce71bac8d3ce62f313bf67","[{""company"":""Walmart"",""frequency"":4}]"
"63cece009a075782b8eb8397","[{""company"":""Walgreens Co."",""frequency"":1}]"
"63cefbaac8d3ce62f31ad651","[{""company"":""Best Buy"",""frequency"":1}]"
"63cf0668c8d3ce62f31b6197","[{""company"":""Walgreens Co."",""frequency"":1}]"
"63cf12249a075782b8f1244b","[{""company"":""Walmart"",""frequency"":3}]"
"63cf1fb79a075782b8f1d4d4","[{""company"":""Walgreens Co."",""frequency"":1}]"
"63cf5477c8d3ce62f31febb1","[{""company"":""Walmart"",""frequency"":1}]"
"63cf6d92c8d3ce62f321e8f3","[{""company"":""Walmart"",""frequency"":5}]"
"63cf7834c8d3ce62f3231fc9","[{""company"":""Burton"",""frequency"":1}]"
"63cf78789a075782b8f72f99","[{""company"":""Walmart"",""frequency"":1}]"
"63cfa5919a075782b8f8b4be","[{""company"":""Walmart"",""frequency"":10}]"
"63cfa97b9a075782b8f8d9f1","[{""company"":""Walmart"",""frequency"":5}]"
"63cfd3fd9a075782b8fb43be","[{""company"":""Panera Bread"",""frequency"":1}]"
"63d004169a075782b8fe1b34","[{""company"":""Walmart"",""frequency"":1}]"
"63d00b839a075782b8fec07b","[{""company"":""Walmart"",""frequency"":1}]"
"63d019d89a075782b8ff3f4f","[{""company"":""Walmart"",""frequency"":1},{""company"":""Microsoft"",""frequency"":1}]"
"63d02261c8d3ce62f32af8f9","[{""company"":""Walmart"",""frequency"":1}]"
"63d02b2fc8d3ce62f32b856b","[{""company"":""Walmart"",""frequency"":5},{""company"":""Food Lion"",""frequency"":3}]"
"63d03dcec8d3ce62f32d7aa2","[{""company"":""Walmart"",""frequency"":1},{""company"":""Walgreens Co."",""frequency"":1}]"
"63d03eb5c8d3ce62f32db650","[{""company"":""Walgreens Co."",""frequency"":4}]"
"63d0462f9a075782b8035e32","[{""company"":""Walmart"",""frequency"":6}]"
"63d04d939a075782b8041778","[{""company"":""Walmart"",""frequency"":1}]"
"63d04f019a075782b8045c59","[{""company"":""Meta"",""frequency"":1}]"
"63d051adc8d3ce62f33164c3","[{""company"":""Walgreens Co."",""frequency"":3},{""company"":""CVS Pharmacy"",""frequency"":1}]"
"63d065579a075782b80654ff","[{""company"":""CVS Pharmacy"",""frequency"":1}]"
"63d0a5979a075782b8082a9d","[{""company"":""Walmart"",""frequency"":1}]"
"63d0af77c8d3ce62f3367be9","[{""company"":""GrubHub"",""frequency"":1}]"
"63d0bf2cc8d3ce62f3378f47","[{""company"":""Walgreens Co."",""frequency"":2}]"
"63d0c05c9a075782b80a28d9","[{""company"":""Nike"",""frequency"":1}]"
