legacyId,companyName,primaryDataSource,parentCompanyId,SaferChoice,Expiration: SaferChoice,A List CDP - Climate Change,Expiration: A List CDP - Climate Change,A List CDP - Water Security,Expiration: A List CDP - Water Security,A List CDP - Forests,Expiration: A List CDP - Forests,Green Seal,Expiration: Green Seal,1% For The Planet,Expiration: 1% For The Planet,Fair Labor Association,Expiration: Fair Labor Association,Leaping Bunny Certified,Expiration: Leaping Bunny Certified,GOTS (Global Organic Textile Standard),Expiration: GOTS (Global Organic Textile Standard),BCI - Better Cotton Initiative,Expiration: BCI - Better Cotton Initiative,Responsible Jewellery Council,Expiration: Responsible Jewellery Council,Fairtrade Federation,Expiration: Fairtrade Federation,World Fair Trade Organization,Expiration: World Fair Trade Organization,Fairtrade International,Expiration: Fairtrade International,GoodWeave,Expiration: GoodWeave,OCS (Organic Content Standard),Expiration: OCS (Organic Content Standard),Women Owned Directory,Expiration: Women Owned Directory,Plant Based Foods Association,Expiration: Plant Based Foods Association,Rainforest Alliance Certified,Expiration: Rainforest Alliance Certified,RE100,Expiration: RE100,Ethical Trading Initiative(ETI),Expiration: Ethical Trading Initiative(ETI),Leather Working Group(LWG),Expiration: Leather Working Group(LWG),Slave Free Chocolate,Expiration: Slave Free Chocolate,Sustainable Packaging Coalition,Expiration: Sustainable Packaging Coalition,American Humane Certified,Expiration: American Humane Certified
18053,Gonzo Natural Magic,SaferChoice,12561,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18054,Biokleen,SaferChoice,12561,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18055,Urnex,SaferChoice,12561,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18056,Micro-Scientific,SaferChoice,12561,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057,Five Star Chemicals,SaferChoice,12561,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18058,Magic,SaferChoice,12561,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18059,Stone Care International,SaferChoice,12561,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18060,Wright & Companies,SaferChoice,12561,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18061,Quik Tank,Green Seal,13262,1,1/30,,,,,,,1,4/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18062,Woolite,SaferChoice,12605,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18063,EarthStone,SaferChoice,12605,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18064,WD-40 Brand,SaferChoice,12643,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18065,3-IN-ONE,SaferChoice,12643,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18066,Lava,SaferChoice,12643,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18067,Spot Shot,SaferChoice,12643,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18068,X-14,SaferChoice,12643,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18069,2000 Flushes,SaferChoice,12643,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18070,Carpet Fresh,SaferChoice,12643,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18071,EZ Meals,SaferChoice,12646,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18072,Next Door,SaferChoice,12646,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18073,ShopPro,SaferChoice,12650,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18074,Winzer,SaferChoice,12650,1,1/30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18075,CMPC Biopackaging,A List CDP - Water Security,12693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18076,KANEBO,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18077,MOLTON BROWN,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18078,RMK,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18079,SENSAI,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18080,SUQQU,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18081,GOLDWELL,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18082,kms,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18083,ORIBE,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18084,Merries,A List CDP - Water Security,12713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18085,Maybelline New York,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18086,NYX Professional Makeup,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18087,Stylenanda,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18088,Essie,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18089,Dark & Lovely,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18090,Lancome,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091,Kiehl's Since 1851,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18092,Armani,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18093,Biotherm,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18094,Helena Rubinstein,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18095,Shu Uemura,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18096,IT Cosmetics,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18097,Urban Decay,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18098,Ralph Lauren Fragrances,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18099,Mugler,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18100,Viktor & Rolf,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18101,Valentino,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18102,Diesel,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18103,Atelier Cologne,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18104,Prada,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18105,L'Or̩al Professionnel,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18106,Kerastese,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18107,Redken,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18108,Matrix,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18109,Pureology,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18110,La Roche-Posay,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18111,Vichy,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18112,CeraVe,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18113,SkinCeuticals,A List CDP - Water Security,12721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18114,L&M,A List CDP - Water Security,12736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18115,Marlboro,A List CDP - Water Security,12736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18116,Parliament,A List CDP - Water Security,12736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18117,Balazs,A List CDP - Water Security,12673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18118,Beck's Blue,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18119,Brahma,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18120,Budweiser,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18121,Cass,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18122,Jupiler,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18123,Leffe,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18124,Modelo Especial,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18125,Patagonia 24.7,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18126,Wals,A List CDP - Water Security,12675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18127,AP Racing,A List CDP - Water Security,12681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18128,Marchesini,A List CDP - Water Security,12681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18129,Johnnie Walker,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18130,J&B,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18131,Buchanan's,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18132,Don Julio,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18133,Smirnoff,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18134,Ketel One,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18135,Ciroc,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18136,Captain Morgan,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18137,Baileys,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18138,Tanqueray,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18139,Guinness,A List CDP - Water Security,12690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18140,UNIQLO,A List CDP - Water Security,12695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18141,PLST,A List CDP - Water Security,12695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18142,Helmut Lang,A List CDP - Water Security,12695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18143,Princesse tam.tam,A List CDP - Water Security,12695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18144,NEXTracker,A List CDP - Water Security,12697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18145,Sheldahl,A List CDP - Water Security,12697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18146,Farm,A List CDP - Water Security,12697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18147,Infinex,A List CDP - Water Security,12697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18148,Sonderborg Vaerktojsfabrik,A List CDP - Water Security,12697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18149,PTT Phenol Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18150,GC Logistics Solutions Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18151,GC Polyols Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18152,Global Green Chemicals Public Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18153,Vencorex Holding,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18154,GC Maintenance and Engineering Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18155,NPC Safety and Environmental Service Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18156,NPC S&E Security Guard Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18157,Thai Tank Terminal Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18158,GC International Corporation,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18159,PTTGC Innovation America Corporation,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18160,GC Ventures America Corporation,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18161,PTTGC America Corporation,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18162,PTTGC America LLC,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18163,Emery Oleochemicals (M) Sdn. Bhd.,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18164,Emery Specialty Chemicals Sdn. Bhd.,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18165,HMC Polymers Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166,NatureWorks LLC,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18167,PTT Asahi Chemical Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18168,PTT MCC Biochem Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18169,Global Power Synergy Public Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18170,Kuraray GC Advanced Materials Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18171,PTT Digital Solutions Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18172,PTT Energy Solutions Company Limited,A List CDP - Water Security,12738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18173,ultrasuede,A List CDP - Water Security,12758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18174,Hitoe,A List CDP - Water Security,12758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18175,3DeFX+,A List CDP - Water Security,12758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18176,Torain,A List CDP - Water Security,12758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18177,Breyers,A List CDP - Water Security,12761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4/15,,,,,,,,,,,,
18178,SolaHD,Just Capital,10272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18179,Energizer,Just Capital,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18180,EVEREADY,Just Capital,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18181,Rayovac,Just Capital,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18182,California Scents,Just Capital,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18183,Bahama & Co,Just Capital,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18184,LEXOL,Just Capital,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18185,Eagle One,Just Capital,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18186,Nu Finish,Just Capital,10274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187,Anow,Just Capital,10275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18188,Digital Specialty Chemicals,Just Capital,10275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18189,MPD Chemicals,Just Capital,10275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18190,SAES Pure Gas,Just Capital,10275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18191,Particle Sizing Systems (PSS),Just Capital,10275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18192,TelescopeAI,Just Capital,10277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18193,InfoNgen,Just Capital,10277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18194,MacDermid Enthone Industrial Solutions,Just Capital,10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18195,MacDermid Graphics Solutions,Just Capital,10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18196,MacDermid Offshore Solutions,Just Capital,10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18197,MacDermid Alpha Solutions,Just Capital,10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18198,MacDermid Enthone,Just Capital,10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18199,Kester,Just Capital,10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18200,MacDermid Envio Solutions,Just Capital,10284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18201,Atlanta Capital,Just Capital,10293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18202,Calvert,Just Capital,10293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203,Constellation,Just Capital,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18204,BGE,Just Capital,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18205,ComEd,Just Capital,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18206,PECO,Just Capital,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18207,Delmarva Power,Just Capital,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18208,Pepco,Just Capital,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18209,Atlantic City Electric,Just Capital,10300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18210,Viper Energy Partners,Just Capital,10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18211,Rattler Midstream,Just Capital,10308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18212,Moen,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18213,Riobel,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18214,ROHL,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18215,Shaws,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18216,Victoria + Albert,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18217,Therma-Tru,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18218,LARSON,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18219,Fiberon,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18220,Fypon,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18221,Master Lock,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18222,SentrySafe,Just Capital,10311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18223,DevCentral,Just Capital,10319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18224,Volterra,Just Capital,10319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18225,Shape Security,Just Capital,10319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18226,NGINX,Just Capital,10319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18227,FOX News Media,Just Capital,10337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18228,FOX Sports,Just Capital,10337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18229,American Home Shield Corporation,Just Capital,10341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18230,"Home Security of America, Inc.",Just Capital,10341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18231,Landmark Home Warranty,Just Capital,10341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18232,OneGuard Home Warranties,Just Capital,10341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
