"id","name","found"
"11827","Straightup Solar, LLC",true
"11828","ThinkShout, Inc",true
"11829","Fetzer Vineyards",true
"11830","Garden of Life, LLC",true
"11831","Seed Systems, Inc",true
"11832","Dr. Hauschka Skin Care, Inc.",true
"11833","Urbane & Gallant",true
"11834","Meliora Cleaning Products",true
"11835","Mamava, Inc.",true
"11836","Pekin Hardy Strauss Wealth Management",true
"11837","Catalyst Partners",true
"11838","Bond&Devick Wealth Partners",true
"11839","Bohlsen Group",true
"11840","Sundial Brands, LLC",true
"11841","The Refill Shoppe",true
"11842","Sokol Blosser Winery",true
"11843","M Creative",true
"11844","PIPs Rewards LLC",true
"11845","Jason Wiener, P.C.",true
"11846","Winderlea Vineyard and Winery",true
"11847","Burnham Benefits Insurance Services",true
"11848","Worldways Social Marketing",true
"11849","Creative Action Network",true
"11850","NAVA Real Estate Development",true
"11851","Moementum, Inc",true
"11852","The Builders Fund",true
"11853","Old Structures Engineering",true
"11854","Soapbox",true
"11855","Global Prairie",true
"11856","Hopworks Urban Brewery",true
"11857","Harvest Market",true
"11858","Global Gaming Initiative",true
"11859","Dojo4",true
"11860","Pharos Systems International",true
"11861","Sonen Capital LLC",true
"11862","Purely Elizabeth",true
"11863","Turnstile Tours",true
"11864","Consilio",true
"11865","Fireclay Tile",true
"11866","7group, LLC",true
"11867","CauseLabs",true
"11868","Homeboy Recycling",true
"11869","R+M Agency",true
"11870","Climate Advisers",true
"11871","Dang Foods Company",true
"11872","C and L LLC dba Conscious Coffees",true
"11873","MIO",true
"11874","LimeRed",true
"11875","Ventegra",true
"11876","Super Humane",true
"11877","Kickstarter PBC",true
"11878","EdOps",true
"11879","Wallaroo Hat Company",true
"11880","AE Works",true
"11881","Common Interests",true
"11882","Pixel Parlor",true
"11883","Dev Equity, LLC",true
"11884","Waste Farmers",true
"11885","aWhere, Inc.",true
"11886","Altitude Learning",true
"11887","Zevin Asset Management",true
"11888","Earth Equity Advisors",true
"11889","PixelSpoke",true
"11890","Rescue Agency",true
"11891","Indosole, LLC",true
"11892","Green Mountain Power",true
"11893","Out Leadership",true
"11894","Food.Stories.Travel.",true
"11895","Shifting Patterns Consulting",true
"11896","MaCher USA",true
"11897","Image Relay",true
"11898","Vital Choice",true
"11899","Pyramid Communications, Inc.",true
"11900","Raven + Lily",true
"11901","TripZero",true
"11902","Bazzani Building Company",true
"11903","LIFT Economy",true
"11904","Armonia LLC",true
"11905","Firespring",true
"11906","Colorado Capital Management",true
"11907","East West Tea Co. LLC",true
"11908","Image Outfitters, Inc.",true
"11909","Technicians For Sustainability",true
"11910","Invesco Managed Accounts LLC",true
"11911","Grove Collaborative Inc.",true
"11912","Natural Organic Process Enterprises",true
"11913","Brewery Vivant & Broad Leaf Local Beer",true
"11914","A to Z Wineworks",true
"11915","NEEV",true
"11916","Rescue Chocolate",true
"11917","Kuli Kuli",true
"11918","Amavida Coffee and Trading",true
"11919","Fingerlakes Wealth Management",true
"11920","Givily",true
"11921","1908 Brands",true
"11922","PV Squared",true
"11923","Veritable Vegetable",true
"11924","Alaska Glacial Mud Co.",true
"11925","Gary Community Investments",true
"11926","Network for Good",true
"11927","MiiR",true
"11928","Clean Solar",true
"11929","Goldstein Hall PLLC",true
"11930","Moon Valley Organics",true
"11931","Looptworks",true
"11932","Jim's Organic Coffee",true
"11933","Revivn",true
"11934","Tech Networks of Boston",true
"11935","Capricorn Investment Group, LLC",true
"11936","Hilary's Eat Well",true
"11937","Social Impact Architects",true
"11938","Carnegie Fabrics LLC",true
"11939","New Chapter, Inc",true
"11940","Human Investing",true
"11941","Lafes",true
"11942","Yin Yang Naturals",true
"11943","Clearinghouse CDFI",true
"11944","Gardener's Supply Company",true
"11945","Prosperity Candle",true
"11946","Radicle Impact Partners",true
"11947","Message Agency",true
"11948","Headwater Food Hub",true
"11949","Walden Hyde",true
"11950","MPOWERD Inc",true
"11951","Y Scouts",true
"11952","Social Enterprises Inc.",true
"11953","Vermont Creamery",true
"11954","OluKai",true
"11955","City Of Roses Disposal & Recycling Inc | COR",true
"11956","Jeni's Splendid Ice Creams",true
"11957","Moye White",true
"11958","Emmy's Organics",true
"11959","This is L. Inc.",true
"11960","Blue Hill Partners LLC",true
"11961","Neil Kelly Company",true
"11962","Digitopia",true
"11963","Immix Law Group, PC",true
"11964","Good Clean Love",true
"11965","Dhana Inc.",true
"11966","Narrative Food",true
"11967","Sustainable Business Consulting",true
"11968","MaineWorks, LLC",true
"11969","Down to Earth Market",true
"11970","evolveEA",true
"11971","Thread International PBC INC",true
"11972","Pivot Energy",true
"11973","Inspiring Capital",true
"11974","Better Bean Company",true
"11975","New Leaf Community Markets",true
"11976","Simply Straws",true
"11977","The Ariel Group LLC",true
"11978","Falcon Waterfree Technologies",true
"11979","CoMetrics",true
"11980","Blue Dot Advocates, PBC",true
"11981","ChicoBag Company",true
"11982","Gelfand Partners Architects",true
"11983","Therafit Shoe",true
"11984","Solidarity Capital Group",true
"11985","Living Room Realty",true
"11986","Teatulia Organic Teas",true
"11987","Acorn Sign Graphics",true
"11988","Ethical Markets Media, LLC",true
"11989","Rhino Foods",true
"11990","MRW Connected, Inc.",true
"11991","Solar States",true
"11992","Sustainable Law Group Inc.",true
"11993","West Paw, Inc.",true
"11994","Charter School Business Management-FOREsight",true
"11995","WasteZero, Inc.",true
"11996","Staach",true
"11997","Boston Organics",true
"11998","Morris Recruiting & Consulting",true
"11999","Change Catalyst",true
"12000","North Berkeley Wealth Management",true
"12001","Blue Garnet",true
"12002","Teak Media + Communication",true
"12003","Full Circle Brands",true
"12004","HLH",true
"12005","Dimensions in Occupational Health and Safety",true
"12006","S.W. Basics",true
"12007","Cloud for Good",true
"12008","MEJDI Tours",true
"12009","Higher Legal",true
"12010","Taitem Engineering, PC",true
"12011","Renewal Memory Partners",true
"12012","Selecta Auto Body",true
"12013","Positive Energy Solar",true
"12014","Pete & Gerry's Organics, LLC",true
"12015","Chroma Technology Corp",true
"12016","Noto Group",true
"12017","Healthy Building Science",true
"12018","Imperative",true
"12019","G2 Insurance Services",true
"12020","Savvy Rest, Inc.",true
"12021","Eco Lips, Inc.",true
"12022","Beautycounter",true
"12023","Kregel & Company CPA",true
"12024","Boardwalk Capital Management",true
"12025","Griswold and Griswold Insurance Agency",true
"12026","Coda Coffee",true
"12027","New Seasons Market",true
"12028","CleanChoice Energy",true
"12029","Cage Free Productions",true
"12030","Kinvolved",true
"12031","Good.Must.Grow. LLC",true
"12032","NetRaising",true
"12033","Fishpeople",true
"12034","Orbit Media Studios, Inc.",true
"12035","Breckinridge Capital Advisors, Inc.",true
"12036","New Belgium Brewing Co, Inc.",true
"12037","Environmental & Public Health Consulting",true
"12038","Senda Athletics",true
"12039","StoryStudio Chicago",true
"12040","A&R Solar",true
"12041","Waldron",true
"12042","Sweet Livity LLC",true
"12043","Jitasa",true
"12044","Found My Animal",true
"12045","Vista Caballo",true
"12046","KYA Inc",true
"12047","Home Care Associates of Philadelphia, Inc.",true
"12048","GOOD Worldwide Inc.",true
"12049","Baldwin&",true
"12050","Purpose",true
"12051","Beneficial State Bank",true
"12052","Ben and Jerry's",true
"12053","TMI Consulting",true
"12054","Klean Kanteen",true
"12055","Luscious Garage",true
"12056","GladRags",true
"12057","KAMMOK",true
"12058","4th Bin Inc.",true
"12059","Oaklandish",true
"12060","Cabot Creamery Co-operative",true
"12061","Sea to Table",true
"12062","Iroquois Valley Farmland REIT",true
"12063","3Degrees Group Inc.",true
"12064","Form & Faculty",true
"12065","TerraCarbon",true
"12066","TCC Group",true
"12067","Bhakti Chai",true
"12068","PWPvideo",true
"12069","Communitas Financial Planning",true
"12070","Feronia Forests LLC",true
"12071","Urban Green Development, LLC",true
"12072","Varsity Technologies, Inc.",true
"12073","Cooperative Home Care Associates (CHCA)",true
"12074","Better Way Designs",true
"12075","Wire Media, LLC",true
"12076","Back to the Roots, Inc.",true
"12077","Beyond Green Sustainable Food Partners",true
"12078","SunCommon",true
"12079","Arabella Advisors",true
"12080","Sencha Naturals",true
"12081","Virginia Community Capital",true
"12082","Matter Unlimited",true
"12083","Mark Leibowitz Photography Inc.",true
"12084","Rubicon Bakers",true
"12085","Social(k)",true
"12086","Bixbee",true
"12087","Roundpeg Benefit LLC",true
"12088","Rubicon",true
"12089","Third Sun Solar",true
"12090","Cultivating Capital",true
"12091","Apolis Holdings LLC",true
"12092","Lotus Foods",true
"12093","Business Culture Consultants",true
"12094","Galileo Learning",true
"12095","The Change Creation, Inc.",true
"12096","Berrett-Koehler Publishers",true
"12097","Vista Global Coaching & Consulting LLC",true
"12098","Vera Solutions",true
"12099","Oliver Russell & Associates",true
"12100","Equator Coffees, LLC",true
"12101","Patagonia Works",true
"12102","Beartooth Group",true
"12103","Preserve",true
"12104","National Co+op Grocers",true
"12105","EFM",true
"12106","Homefree",true
"12107","Exponent Partners",true
"12108","bCause",true
"12109","First Affirmative Financial Network",true
"12110","EO Products",true
"12111","Veris Wealth Partners",true
"12112","EcoLogic Solutions Inc.",true
"12113","LEAP Organics",true
"12114","United By Blue",true
"12115","The Tea Spot PBC",true
"12116","Dogeared",true
"12117","Aunt Bertha, A Public Benefit Corporation",true
"12118","Mightybytes, Inc.",true
"12119","Rivanna Natural Designs, Inc.",true
"12120","Terra Education, Inc.",true
"12121","Solberg Manufacturing, Inc.",true
"12122","TriLinc Global, LLC",true
"12123","Altvia Solutions, LLC",true
"12124","Ingage Partners",true
"12125","Tree-Mendous Aerial Adventures",true
"12126","The Green Engineer, Inc.",true
"12127","gDiapers",true
"12128","Yellow Leaf Hammocks",true
"12129","Perlman and Perlman, LLP",true
"12130","Happy Family Organics",true
"12131","Dolphin Blue, Inc.",true
"12132","Participate Learning",true
"12133","Clean Yield Asset Management",true
"12134","Healthy Buildings International Inc.",true
"12135","SJF Ventures",true
"12136","Core Capital Management",true
"12137","The Guayaki Yerba Mate Co.",true
"12138","Revolution Foods",true
"12139","Larry's Coffee",true
"12140","CR-Building Performance Specialists",true
"12141","Rain Water Solutions, Inc",true
"12142","W.S. Badger Co, Inc.",true
"12143","Change.org",true
"12144","3Sisters Sustainable Management, LLC",true
"12145","Biomimicry 3.8",true
"12146","Namaste Solar",true
"12147","Council Fire LLC",true
"12148","AVANT Group LLC",true
"12149","Audacious Inquiry",true
"12150","Next Street",true
"12151","World Centric",true
"12152","CORE Foods",true
"12153","Metropolitan Group",true
"12154","CSRHub LLC",true
"12155","Farmland LP",true
"12156","Eco-Bags Products",true
"12157","Co-op Power / Northeast Biodiesel",true
"12158","Erbaviva",true
"12159","Cascade Engineering",true
"12160","Thinkshift Communications",true
"12161","Grounds for Change, SPC",true
"12162","Brightworks Sustainability LLC",true
"12163","The Joinery",true
"12164","Celilo Group Media",true
"12165","Traditional Medicinals",true
"12166","Herbalist & Alchemist",true
"12167","Exygy",true
"12168","Mamma Chia",true
"12169","Milepost Consulting",true
"12170","Catchafire",true
"12171","Eleek Incorporated",true
"12172","Runa",true
"12173","B-Line Urban Delivery",true
"12174","PICnet",true
"12175","Wendel Rosen LLP",true
"12176","Dimagi, Inc.",true
"12177","Merritt & Merritt",true
"12178","Meaningful Organizational Design, Inc.",true
"12179","YIKES, Inc",true
"12180","Solar Works",true
"12181","Azavea",true
"12182","All Good",true
"12183","Decisely Insurance Services, LLC",true
"12184","Southern Energy Management",true
"12185","The Redwoods Group",true
"12186","Sun Light & Power",true
"12187","Equilibrium",true
"12188","Naturescapes",true
"12189","Grassroots Capital Management Corp PBC",true
"12190","Seeds Printing",true
"12191","Sunrise Banks",true
"12192","Singlebrook Technology",true
"12193","OneSeventeen Media, PBC",true
"12194","Alter Eco",true
"12195","Heller Consulting",true
"12196","Ditto Hangers",true
"12197","UpSpring",true
"12198","Alima Cosmetics, Inc.",true
"12199","SABEResPODER",true
"12200","Partnership Capital Growth",true
"12201","Dharma Merchant Services",true
"12202","True Impact",true
"12203","Trillium Asset Management",true
"12204","Better World Books",true
"12205","Greyston Bakery, Inc.",true
"12206","Comet Skateboards",true
"12207","Inesscents Aromatic Botanicals",true
"12208","PROVOC",true
"12209","South Mountain Company, Inc.",true
"12210","Sustainable Harvest",true
"12211","City Light Capital",true
"12212","VIANOVA, Inc.",true
"12213","Idealist Consulting",true
"12214","SVT Group",true
"12215","Law Office Of Lara Pearson & Brand Geek",true
"12216","TS Designs, Inc.",true
"12217","Caprock",true
"12218","Numi",true
"12219","Management Resources",true
"12220","Coherence Collaborative",true
"12221","Strategy Arts",true
"12222","Big Path Capital",true
"12223","Hanson Bridgett LLP",true
"12224","Praxis Consulting Group",true
"12225","Natural Investments LLC",true
"12226","Andy Smith Photography",true
"12227","Evergreen & Rush Creek Lodge at Yosemite",true
"12228","Impact Makers, Inc.",true
"12229","Green Retirement, Inc.",true
"12230","IceStone",true
"12231","One Village Coffee LLC",true
"12232","Re:Vision Architecture",true
"12233","Abacus Wealth Partners, LLC",true
"12234","Opticos Design, Inc.",true
"12235","Terrafertil US LLC DBA Essential Living Foods, Inc.",true
"12236","Energage",true
"12237","New Leaf Paper",true
"12238","World Leadership School",true
"12239","Uncommon Goods",true
"12240","King Arthur Baking Company",true
"12241","BBMG",true
"12242","BetterWorld Technology",true
"12243","Seventh Generation",true
"12244","Untours",true
"12245","Mal Warwick Donordigital",true
"12246","MODHER",true
"12247","Renewable Resources Group",true
"12248","Armanino LLP",true
"12249","Barkley",true
"12250","TIDAL New York",true
"12251","Apollo Energy",true
"12252","Happy Earth Apparel",true
"12253","Agenda, LLC",true
"12254","Progressive Investment Management",true
"12255","Thesis",true
"12256","Coursera",true
"12257","Innersense Organic Beauty",true
"12258","Rumpl",true
"12259","Androscoggin Bank",true
"12260","Amodern Alchemy",true
"12261","Steelhead Productions",true
"12262","Good Culture",true
"12263","Drive Change Foods LLC",true
"12264","Nia Impact Advisors, LLC",true
"12265","Green City Growers",true
"12266","Bridgetown Natural Foods",true
"12267","Quality Bicycle Products, General Benefit Corporation",true
"12268","Miyoko's Kitchen",true
"12269","Ad Victoriam Solutions",true
"12270","Everoot Consulting",true
"12271","One Home Brands, Inc.",true
"12272","Returns On Wellbeing Institute",true
"12273","MedHaul",true
"12274","Rodeo Dental & Orthodontics",true
"12275","1-800-Plumber",true
"12276","20/20 Chemical Company",true
"12277","4 State Maintenance Supply",true
"12278","A.L.C.O. Soap and Supply",true
"12279","ABC Compounding Co., Inc.",true
"12280","Abernathy",true
"12281","ACCO Brands Corporation",true
"12282","Ace Janitorial Supply Co. Inc.",true
"12283","ACS Industries, Inc.",true
"12284","Advanced Blending, Inc.",true
"12285","Advantage Coatings, Inc.",true
"12286","Advil Pty Ltd",true
"12287","Albertsons Companies",true
"12288","Alco Chemical, Inc",true
"12289","ALDI",true
"12290","American Cleaning Solutions",true
"12291","American Industries, Inc.",true
"12292","Amerisan, LLC",true
"12293","Amway",true
"12294","Aqua ChemPacs, LLC",true
"12295","ARAMSCO",true
"12296","Archer Manufacturing",true
"12297","Arrow Chemical Products, Inc.",true
"12298","Artik Cleaners LLC",true
"12299","Atco International Inc.",true
"12300","Atlantic Chemical & Equipment Co.",true
"12301","Auto-Chlor Systems",true
"12302","Avmor, LTD",true
"12303","B&L Distributors, Inc.",true
"12304","Basic Cleaning Systems",true
"12305","Berkley Packaging Company, Inc.",true
"12306","Best Sanitizers, Inc.",true
"12307","Beta Technology",true
"12308","Big State Plumbing",true
"12309","Biochem Supply",true
"12310","Bioredex International, Inc.",true
"12311","BioRemedy",true
"12312","Biosolutions, LLC",true
"12313","BiRite Foodservice Distributions",true
"12314","Birsch Industries, Inc.",true
"12315","BISSELL Homecare, Inc.",true
"12316","Black Diamond Stoneworks, Inc.",true
"12317","bluefrog Plumbing + Drain",true
"12318","Blueland",true
"12319","Blueline Universal Enterprises Inc.",true
"12320","Bob Barker Company",true
"12321","Bona US",true
"12322","Bonitz Flooring Group",true
"12323","Boston Stone Restoration",true
"12324","Boxed Wholesale",true
"12325","Brady Industries",true
"12326","Bright Labs Incorporated",true
"12327","Bright Solutions",true
"12328","Bright Ventures",true
"12329","Brighton USA",true
"12330","Bullen Companies",true
"12331","Butler Chemicals Inc.",true
"12332","Butler Corporation",true
"12333","BuyMax",true
"12334","Canberra Corporation",true
"12335","Cargill Deicing Technology",true
"12336","Case Medical, Inc.",true
"12353","Charlotte Products Ltd",true
"12354","Chase Products Co.",true
"12360","ChemBlend International, LLC",true
"12361","Chemco Products Company",true
"12362","Chemical Concepts, Inc.",true
"12363","ChemMark",true
"12364","Chempace Corporation",true
"12365","ChemStation International",true
"12366","Chemtron, Inc.",true
"12367","Chesapeake ChemLab",true
"12368","Chromate Industrial Corp.",true
"12370","CL Solutions",true
"12371","Clean Control Corporation",true
"12372","Clean Cut Solutions",true
"12373","CleanCraft Products, Inc.",true
"12374","Cleanfinity Brands",true
"12381","CleanPak Products LLC",true
"12383","Cleantronics Industries",true
"12387","Clorox Company",true
"12388","Cloverleaf Chemical Company",true
"12389","CNS Industries",true
"12393","Coast Products, Inc.",true
"12394","Cole Supply",true
"12395","Collaborative Technologies",true
"12396","Compass Minerals International, Inc.",true
"12397","ConServ",true
"12398","Continental Research Corporation",true
"12399","Cot'n Wash",true
"12400","Country Save Products Corporation",true
"12401","CP Industries",true
"12403","CR Brands Inc",true
"12404","CRC Industries, Inc.",true
"12405","Crestek Cleaning Center, Inc.",true
"12406","Crown Chemical, Inc.",true
"12407","Crypton, Inc.",true
"12408","Custom Compounders Inc.",true
"12409","CWS-Direct, div. of CleanCraft Products, Inc.",true
"12410","Defunkify",true
"12411","DeltaGreen, LLC",true
"12412","Detergent Marketing Systems, Inc.",true
"12413","Diamond Chemical Company, Inc.",true
"12414","Dirty Labs Inc.",true
"12415","Disco, Inc.",true
"12416","Diversified Chemical Products, Inc.",true
"12417","Drum Industrial Sales Corp.",true
"12419","DuBois Chemicals",true
"12420","Dura Wax Company",true
"12421","Dutch Hollow Janitorial Supplies, Inc.",true
"12422","E&T Horizons",true
"12423","Earth Friendly Products",true
"12425","EC Grow",true
"12426","EcoChem Products LLC",true
"12427","EcoCompounds Inc.",true
"12428","Edmar Cleaning Corp",true
"12429","Edward Don & Company",true
"12430","Elco Laboratories, Inc.",true
"12431","Emergency Stain Rescue LLC",true
"12432","EMS Detergent Services Co.",true
"12433","Enviro-Brands",true
"12434","Envirochem, Inc.",true
"12435","Envirocon Technologies, Inc.",true
"12436","Envirokleen, LLC",true
"12437","Environmental Biotech International, LLC",true
"12438","Essendant Co.",true
"12439","Essex Silverline",true
"12440","F & F Hardware",true
"12441","Fabpro, Inc.",true
"12442","Factory Cleaning Equipment",true
"12443","Fikes Products",true
"12444","Foaming Floors",true
"12445","Fox Manufacturing, Inc.",true
"12446","Friendly Organic LLC-BST Ltd.",true
"12448","Gator Chemical Company",true
"12449","General Air Conditioning & Plumbing",true
"12451","GLH Industries",true
"12452","Globe Chemical Company",true
"12453","Gold Medal Service",true
"12454","Gordon Food Service",true
"12455","Green Bucket",true
"12456","Green Technology Cleaning Solutions, LLC",true
"12457","Greenex CleanGroup LLC",true
"12458","GreenLife Development",true
"12459","Greenology Products, LLC",true
"12460","Grignard Company",true
"12461","Guardian Protection Products",true
"12462","Handi-Clean Products, Inc.",true
"12463","Hapie, USA",true
"12464","Harvard Chemical LLC",true
"12465","Henkel Corporation",true
"12466","HLF Diversified, Inc.",true
"12467","Holloway House, Inc.",true
"12468","ICB-PTY, Ltd.",true
"12469","Illinois Correctional Industries Menard Correctional Industry",true
"12470","Imperial Dade",true
"12471","Industrial Chemical Solutions, LLC",true
"12472","Industry Supply Inc.",true
"12473","Ingredients Matter LLC",true
"12474","inShield Wiper",true
"12475","Interchem, Inc.",true
"12476","Intercon Chemical Company",true
"12477","International Market Brands, Inc.",true
"12478","Ipax Atlantic LLC",true
"12479","JAD Corp. of America",true
"12480","Jelmar, LLC",true
"12481","JOSELI LLC",true
"12482","Just Drains",true
"12483","Key-4 Cleaning Supplies",true
"12484","Kinzua Environmental, Inc.",true
"12485","Kor-Chem, Inc.",true
"12487","Kunysz-Winder, LCA dba Summit Supply",true
"12488","Liberty Pure Solutions, Inc.",true
"12489","Lighthouse for the Blind",true
"12490","LightHouse for the Blind and Visually Impaired",true
"12491","Lucas Products Corp.",true
"12492","Lundmark Wax Company",true
"12493","Mada Medical Products, Inc.",true
"12494","Maddiebrit Products",true
"12495","Magic Wand Company",true
"12496","Maintex, Inc.",true
"12497","Maroon Group LLC",true
"12498","MB Stone Care and Supply LLC.",true
"12499","Meijer",true
"12500","Merry Maids",true
"12501","Mid-American Research Chemical Corp.",true
"12503","Midland Products, LLC",true
"12504","Midwest Natural Products, LLC",true
"12505","Milestone Equipment",true
"12507","Modere",true
"12509","Morrisette Paper Company",true
"12510","Morrison Industrial Equipment",true
"12511","Mr. Rooter",true
"12514","NaceCare Solutions",true
"12515","National Refrigeration Products",true
"12516","Native Green",true
"12517","NCH Corporation",true
"12518","New Wave Global Services, Inc.",true
"12519","New WIN Products LLC",true
"12520","Newline Industries",true
"12521","Noble Chemical",true
"12522","North American Corporation of Illinois",true
"12523","Norvell Skin Solutions LLC",true
"12524","Nu-Calgon",true
"12525","Nuance Solutions dba Bullen Midwest",true
"12526","Nyco Products Co.",true
"12527","odorcare LLC",true
"12528","OfficeDepot OfficeMax",true
"12529","OMI Industries",true
"12530","One Biotechnology",true
"12531","One Source Solutions",true
"12532","Osceola Supply",true
"12533","Osprey Biotechnics, Inc.",true
"12534","Oxi Fresh Franchising Company, Inc.",true
"12535","Oxymagic North East",true
"12536","Pariser Industries, Inc.",true
"12537","Patriot Enterprises",true
"12538","Paul Davis, Incorporated",true
"12539","PDQ Manufacturing, Inc.",true
"12540","Pearlgreen Corp.",true
"12541","People's Janitorial Supply",true
"12542","Pet Airapy LLC",true
"12543","Philip Rosenau Co. Inc.",true
"12544","Phillips Distribution, Inc.",true
"12545","Phoenix Research Industries",true
"12546","Pine Glo Products Inc.",true
"12547","Pinnacle Solutions, Inc.",true
"12548","Pioneer Manufacturing Co.",true
"12549","PortionPac Chemical Corp.",true
"12550","PowerClean Technologies",true
"12551","PRIDE Industries",true
"12552","Primegroup FM Solutions",true
"12554","Pro-Tex-All Company",true
"12555","Professional Sanitary Industries",true
"12556","Professional Supply",true
"12557","ProGold Lubricants",true
"12558","ProMaka Products",true
"12559","Prosoco Inc.",true
"12560","Publix Super Markets, Inc.",true
"12561","PurposeBuilt Brands",true
"12562","Quality Septic, Inc.",true
"12563","QuestSpecialty Corporation",true
"12564","Reclaim Filters & Systems",true
"12565","RECO",true
"12566","Ron Distributors",true
"12567","Rooter Town Plumbing",true
"12568","Royal Paper Corporation",true
"12569","Royal Papers",true
"12570","RSC Bio Solutions",true
"12571","Rust-Oleum Corporation",true
"12572","Sanitation Products of America",true
"12573","Sanitation Strategies",true
"12574","SanSolutions",true
"12575","Santec Inc.",true
"12576","Sears",true
"12577","Sensitive Home, Inc.",true
"12578","Septic Blue",true
"12579","Serenade Solutions LLC",true
"12580","ServiceMaster Clean",true
"12582","Shaw Industries, Inc.",true
"12583","Shield Industries, Inc.",true
"12584","Simple Modern",true
"12585","Simplify Chemical Solutions, Inc.",true
"12586","Sky Systems Co., Inc.",true
"12587","Smart Systems",true
"12588","Snappy Solutions",true
"12589","So-Flo Liquid Solutions",true
"12590","Solar Chemical Inc.",true
"12591","Solugen, Inc.",true
"12592","Solutex, Inc.",true
"12593","South Texas Environmental Products, Inc.",true
"12594","Spartan Chemical Company",true
"12595","Spectral Chemical Co., Inc.",true
"12596","Stanley Steemer",true
"12597","Staples, Inc. or its affiliate WorkLife Brands LLC",true
"12598","Starco Chemical",true
"12599","Starco Enterprises Inc., DBA The Starco Group",true
"12600","State Industrial Products, Inc.",true
"12601","State Street Brands LLC",true
"12603","Strauss Paper Co.",true
"12604","STS",true
"12605","Summit Brands",true
"12606","Summit Industrial Products",true
"12607","Sunburst Chemicals, Inc.",true
"12608","Sunline LLC",true
"12609","Sunny Sunday Co. LLC",true
"12610","Sunshine Makers, Inc.",true
"12611","Superior Chemical Corporation DBA North Woods",true
"12612","Sutherland Products, Inc.",true
"12613","Swish Maintenance Limited",true
"12616","Tahoe Supply, LLC",true
"12617","Tandus Centiva, a Tarkett Company",true
"12618","Teeco Solutions",true
"12619","Tersano",true
"12620","The Filta Group Inc.",true
"12621","The Honest Company, Inc.",true
"12622","The M. Conley Company",true
"12623","Thetford Corporation",true
"12624","TifCo Industries",true
"12625","Top Chemical Company",true
"12626","Touchstone Enviro Solutions, Inc.",true
"12627","U S Chemical Corporation",true
"12628","Uline",true
"12629","Unitech Specialty Products LLC",true
"12630","United Laboratories, Inc.",true
"12631","Unlimited Sales, Inc.",true
"12632","US Nonwovens",true
"12633","VAL-U-CHEM",true
"12634","Value Products, Inc.",true
"12635","Vi-Jon, LLC",true
"12636","Vinagreen, LLC",true
"12637","W.W. Grainger, Inc.",true
"12639","Warsaw Chemical Inc.",true
"12640","Washing Systems, LLC",true
"12641","WAXIE Sanitary Supply",true
"12642","Wayne Concept Manufacturing",true
"12643","WD-40 Company",true
"12644","Webb Chemical and Paper Co.",true
"12645","Wechem, Inc.",true
"12646","Wegmans",true
"12647","Werth Sanitary Supply Company",true
"12650","Winzer Corporation",true
"12651","XL North, LLC",true
"12652","Xtreme Engineered Floor Systems",true
"12653","Z-Specialty Products, Inc.",true
"12655","Zep Manufacturing, Inc.",true
"12656","Zing International, Inc.",true
"12657","Zoom Franchise Company, LLC",true
"12658","Danone",true
"12660","Essity",true
"12666","Lenzing AG",true
"12671","TETRA PAK",true
"12673","Air Liquide",true
"12674","Anglo American Platinum",true
"12675","Anheuser Busch InBev",true
"12676","ASE Technology Holding Co., Ltd.",true
"12677","AstraZeneca",true
"12678","BASF SE",true
"12679","Bayer AG",true
"12680","Braskem S/A",true
"12681","Brembo SpA",true
"12682","Caesars Entertainment",true
"12683","Canon Inc.",true
"12684","City Developments Limited",true
"12685","Coca-Cola European Partners",true
"12686","Coca-Cola HBC AG",true
"12687","Companhia Energetica Minas Gerais - CEMIG",true
"12689","Delta Electronics, Inc.",true
"12690","Diageo Plc",true
"12691","EDP - Energias de Portugal S.A.",true
"12692","Electrolux",true
"12693","Empresas CMPC",true
"12694","Endesa",true
"12695","Fast Retailing Co., Ltd.",true
"12696","FIRMENICH SA",true
"12697","Flex Ltd.",true
"12698","Formosa Chemicals & Fibre Corporation",true
"12699","Formosa Petrochemical",true
"12700","Formosa Taffeta Co.",true
"12701","FUJI OIL HOLDINGS INC.",true
"12702","FUJIFILM Holdings Corporation",true
"12703","Fujitsu Limited",true
"12704","GEA Group AG",true
"12705","Givaudan SA",true
"12706","GlaxoSmithKline",true
"12707","Gold Fields Limited",true
"12708","Hitachi, Ltd.",true
"12709","Impala Platinum Holdings",true
"12710","International Flavors & Fragrances Inc.",true
"12711","J Sainsbury Plc",true
"12712","Japan Tobacco Inc.",true
"12713","KAO Corporation",true
"12714","Kering",true
"12715","Kia Motors Corp",true
"12716","Kikkoman Corporation",true
"12717","Kirin Holdings Co Ltd",true
"12718","Klabin S/A",true
"12719","Komatsu Ltd.",true
"12720","Kubota Corporation",true
"12721","L'Or̩al",true
"12722","LG Display",true
"12723","Mahindra & Mahindra",true
"12724","Marfrig Global Foods S/A",true
"12725","Mars",true
"12726","Metsa Board Corporation",true
"12727","Mitsubishi Electric Corporation",true
"12728","Mondi PLC",true
"12729","Nabtesco Corporation",true
"12730","Nan Ya Plastics",true
"12731","NEC Corporation",true
"12732","Nissan Chemical Corporation",true
"12733","Nissan Motor Co., Ltd.",true
"12734","Novartis",true
"12736","Philip Morris International",true
"12738","PTT Global Chemical",true
"12739","Samsung Electronics",true
"12740","SANOFI",true
"12741","Schnitzer Steel Industries, Inc.",true
