"companyId","companyName","parentId","parentName"
"62192d3ff022c9e3fbfe3e81","CenterPoint Energy",,
"62192d3ff022c9e3fbfe3e85","Chegg",,
"62192d3ff022c9e3fbfe3e89","Choice Hotels International",,
"62192d3ff022c9e3fbfe3e8d","Capital One",,
"62192d3ff022c9e3fbfe3e91","Church & Dwight Co., Inc.",,
"62192d3ff022c9e3fbfe3e95","CMS Energy",,
"62192d3ff022c9e3fbfe3e99","Columbia Sportswear Company",,
"62192d3ff022c9e3fbfe3e9d","ConocoPhillips",,
"62192d3ff022c9e3fbfe3ea1","Costco",,
"62192d3ff022c9e3fbfe3ea5","Cabot Oil & Gas",,
"62192d3ff022c9e3fbfe3ea9","Coupa Softwarerporated",,
"62192d3ff022c9e3fbfe3ead","CommScope Holding Company",,
"62192d3ff022c9e3fbfe3eb1","Carter's",,
"62192d3ff022c9e3fbfe3eb5","Salesforce",,
"62192d3ff022c9e3fbfe3eb9","Cisco Systems",,
"62192d3ff022c9e3fbfe3ebd","Capri Holdings",,
"62192d3ff022c9e3fbfe3ec1","Copart",,
"62192d3ff022c9e3fbfe3ec5","CoStar Group",,
"62192d3ff022c9e3fbfe3ec9","CSX",,
"62192d3ff022c9e3fbfe3ecd","Cognizant Technology Solutions",,
"62192d3ff022c9e3fbfe3ed1","Crowdstrike",,
"62192d3ff022c9e3fbfe3ed5","Carvana Co.",,
"62192d3ff022c9e3fbfe3ed9","CVS Health",,
"62192d3ff022c9e3fbfe3edd","Dolby Laboratories",,
"62192d40f022c9e3fbfe3ee1","Cintas",,
"62192d40f022c9e3fbfe3ee5","Concho Resources",,
"62192d40f022c9e3fbfe3ee9","Dominion Energy",,
"62192d40f022c9e3fbfe3eed","DISH Network",,
"62192d40f022c9e3fbfe3ef1","DocuSign",,
"62192d40f022c9e3fbfe3ef5","Chevron",,
"62192d40f022c9e3fbfe3ef9","Coty",,
"62192d40f022c9e3fbfe3efd","Dollar Tree",,
"62192d40f022c9e3fbfe3f01","Discovery",,
"62192d40f022c9e3fbfe3f05","Dick's Sporting Goods",,
"62192d40f022c9e3fbfe3f09","Darden Restaurants",,
"62192d40f022c9e3fbfe3f0d","Duke Energy",,
"62192d40f022c9e3fbfe3f11","Delta Airlines",,
"62192d40f022c9e3fbfe3f15","Citrix Systems",,
"62192d40f022c9e3fbfe3f19","Domino's Pizza",,
"62192d40f022c9e3fbfe3f1d","The Walt Disney Company",,
"62192d40f022c9e3fbfe3f21","DataDog",,
"62192d40f022c9e3fbfe3f25","DTE Energy",,
"62192d40f022c9e3fbfe3f29","Dropbox",,
"62192d40f022c9e3fbfe3f2d","Devon Energy",,
"62192d40f022c9e3fbfe3f31","Dunkin' Donuts",,
"62192d40f022c9e3fbfe3f35","eBay",,
"62192d40f022c9e3fbfe3f39","EQT Corporation",,
"62192d40f022c9e3fbfe3f3d","Enphase Energy",,
"62192d40f022c9e3fbfe3f41","Discover",,
"62192d40f022c9e3fbfe3f45","EPAM Systems",,
"62192d40f022c9e3fbfe3f49","Equitable Holdings",,
"62192d40f022c9e3fbfe3f4d","Dollar General",,
"62192d40f022c9e3fbfe3f51","Erie Insurance",,
"62192d40f022c9e3fbfe3f55","Dell Technologies",,
"62192d40f022c9e3fbfe3f59","EOG Resorces",,
"62192d40f022c9e3fbfe3f5d","Eversource",,
"62192d40f022c9e3fbfe3f61","Con Edison",,
"62192d40f022c9e3fbfe3f65","Edison International",,
"62192d40f022c9e3fbfe3f69","Euronet Worldwide",,
"62192d41f022c9e3fbfe3f6d","Electronic Arts",,
"62192d41f022c9e3fbfe3f71","The Estee Lauder Companies",,
"62192d41f022c9e3fbfe3f75","Elastic N.V.",,
"62192d41f022c9e3fbfe3f79","DXC Technology Company",,
"62192d41f022c9e3fbfe3f7d","Entergy",,
"62192d41f022c9e3fbfe3f81","East West Bank",,
"62192d41f022c9e3fbfe3f85","Everbridge",,
"62192d41f022c9e3fbfe3f89","E*TRADE Financial",,
"62192d41f022c9e3fbfe3f8d","Expeditors",,
"62192d41f022c9e3fbfe3f91","Evergy",,
"62192d41f022c9e3fbfe3f95","Evercore Partners",,
"62192d41f022c9e3fbfe3f99","Equifax",,
"62192d41f022c9e3fbfe3f9d","Eaton Vance",,
"62192d41f022c9e3fbfe3fa1","Etsy",,
"62192d41f022c9e3fbfe3fa5","Diamondback Energy",,
"62192d41f022c9e3fbfe3fa9","First American",,
"62192d41f022c9e3fbfe3fad","Ford Motor Company",,
"62192d41f022c9e3fbfe3fb1","FTI Consulting",,
"62192d41f022c9e3fbfe3fb5","FedEx",,
"62192d41f022c9e3fbfe3fb9","Expedia",,
"62192d41f022c9e3fbfe3fbd","First Citizens Bancshares",,
"62192d41f022c9e3fbfe3fc1","F5 Networks",,
"62192d41f022c9e3fbfe3fc5","FireEye",,
"62192d41f022c9e3fbfe3fc9","First Horizon",,
"62192d41f022c9e3fbfe3fcd","Five Below",,
"62192d41f022c9e3fbfe3fd1","Facebook",,
"62192d41f022c9e3fbfe3fd5","Fiserv",,
"62192d41f022c9e3fbfe3fd9","Fastenal Co",,
"62192d41f022c9e3fbfe3fdd","Fifth Third Bancorp",,
"62192d41f022c9e3fbfe3fe1","Exelon",,
"62192d41f022c9e3fbfe3fe5","FirstEnergy",,
"62192d41f022c9e3fbfe3fe9","Foot Locker",,
"62192d41f022c9e3fbfe3fed","Fidelity National Information Services",,
"62192d41f022c9e3fbfe3ff1","FIVE9 INC",,
"62192d41f022c9e3fbfe3ff5","Fair Isaac",,
"62192d42f022c9e3fbfe3ff9","Factset Research Systems",,
"62192d42f022c9e3fbfe3ffd","FLEETCOR Technologies",,
"62192d42f022c9e3fbfe4001","First Hawaiian",,
"62192d42f022c9e3fbfe4005","F.N.B. Corporation",,
"62192d42f022c9e3fbfe4009","Fortinet",,
"62192d42f022c9e3fbfe400d","First Republic Bank",,
"62192d42f022c9e3fbfe4011","Fox Corporation",,
"62192d42f022c9e3fbfe4015","Fastly",,
"62192d42f022c9e3fbfe4019","Liberty Media",,
"62192d42f022c9e3fbfe401d","frontdoor, inc.",,
"62192d42f022c9e3fbfe4021","GoDaddy",,
"62192d42f022c9e3fbfe4025","Genpact",,
"62192d42f022c9e3fbfe4029","GCI Liberty",,
"62192d42f022c9e3fbfe402d","Generac Holdings",,
"62192d42f022c9e3fbfe4031","Globus Medical",,
"62192d42f022c9e3fbfe4035","Graham Holdings Company",,
"62192d42f022c9e3fbfe4039","Corning",,
"62192d42f022c9e3fbfe403d","Global Life",,
"62192d42f022c9e3fbfe4041","Global Payments",,
"62192d42f022c9e3fbfe4045","Alphabet",,
"62192d42f022c9e3fbfe4049","Genuine Parts Co",,
"62192d42f022c9e3fbfe404d","Garmin",,
"62192d42f022c9e3fbfe4051","Gentex",,
"62192d42f022c9e3fbfe4055","The Gap",,
"62192d42f022c9e3fbfe4059","WW Grainger",,
"62192d42f022c9e3fbfe405d","Gates IndustrialPLC",,
"62192d42f022c9e3fbfe4061","Hasbro",,
"62192d42f022c9e3fbfe4065","Guidewire Software",,
"62192d42f022c9e3fbfe4069","GrubHub",,
"62192d42f022c9e3fbfe406d","Hanesbrands",,
"62192d42f022c9e3fbfe4071","The Hartford",,
"62192d42f022c9e3fbfe4075","HD Supply Holdings",,
"62192d42f022c9e3fbfe4079","Hess",,
"62192d42f022c9e3fbfe407d","The Home Depot",,
"62192d42f022c9e3fbfe4081","Hyatt Hotels Corporation",,
"62192d42f022c9e3fbfe4085","HubSpot",,
"62192d43f022c9e3fbfe4089","HEICO",,
"62192d43f022c9e3fbfe408d","Interpublic Group",,
"62192d43f022c9e3fbfe4091","Herbalife",,
"62192d43f022c9e3fbfe4095","Hawaiian Electric Industries",,
"62192d43f022c9e3fbfe4099","Huntington",,
"62192d43f022c9e3fbfe409d","Iovance Biotherapeutics",,
"62192d43f022c9e3fbfe40a1","Goldman Sachs Group",,
"62192d43f022c9e3fbfe40a5","Harley-Davidson",,
"62192d43f022c9e3fbfe40a9","HollyFrontier",,
"62192d43f022c9e3fbfe40ad","IDACORP",,
"62192d43f022c9e3fbfe40b1","Intercontinental Exchange",,
"62192d43f022c9e3fbfe40b5","Interactive Brokers",,
"62192d43f022c9e3fbfe40b9","Gartner",,
"62192d43f022c9e3fbfe40bd","JB Hunt Transport Services",,
"62192d43f022c9e3fbfe40c1","International Business Machines",,
"62192d43f022c9e3fbfe40c5","Hilton Worldwide Holdings",,
"62192d43f022c9e3fbfe40c9","IHS Markit",,
"62192d43f022c9e3fbfe40cd","HP",,
"62192d43f022c9e3fbfe40d1","Inphi Corporation",,
"62192d43f022c9e3fbfe40d5","Invesco",,
"62192d43f022c9e3fbfe40d9","Intuit",,
"62192d43f022c9e3fbfe40dd","JetBlue Airways",,
"62192d43f022c9e3fbfe40e1","Immunomedics",,
"62192d43f022c9e3fbfe40e5","Jefferies Financial Group",,
"62192d43f022c9e3fbfe40e9","IAC/InterActiveCorp",,
"62192d43f022c9e3fbfe40ed","Hewlett Packard Enterprise Company",,
"62192d43f022c9e3fbfe40f1","JPMorgan Chase & Co",,
"62192d43f022c9e3fbfe40f5","H&R Block",,
"62192d43f022c9e3fbfe40f9","Juniper Networks",,
"62192d43f022c9e3fbfe40fd","Jack Henry & Associates",,
"62192d43f022c9e3fbfe4101","Kirby",,
"62192d43f022c9e3fbfe4105","KeyBank",,
"62192d43f022c9e3fbfe4109","KKR",,
"62192d43f022c9e3fbfe410d","John Wiley & Sons",,
"62192d43f022c9e3fbfe4111","Nordstrom",,
"62192d44f022c9e3fbfe4115","Knight-Swift Transportation Holdings",,
"62192d44f022c9e3fbfe4119","Leidos Holdings",,
"62192d44f022c9e3fbfe411d","Johnson Controls International",,
"62192d44f022c9e3fbfe4121","Kohls",,
"62192d44f022c9e3fbfe4125","Lear Corporation",,
"62192d44f022c9e3fbfe4129","Kemper Corporation",,
"62192d44f022c9e3fbfe412d","Kansas City Southern",,
"62192d44f022c9e3fbfe4131","CarMax",,
"62192d44f022c9e3fbfe4135","Cheniere Energy",,
"62192d44f022c9e3fbfe4139","Lumentum Holdings",,
"62192d44f022c9e3fbfe413d","LPL Financial Holdings",,
"62192d44f022c9e3fbfe4141","Alliant Energy",,
"62192d44f022c9e3fbfe4145","Lululemon",,
"62192d44f022c9e3fbfe4149","Lumen Technologies",,
"62192d44f022c9e3fbfe414d","Lazard",,
"62192d44f022c9e3fbfe4151","Lowes Companies",,
"62192d44f022c9e3fbfe4155","Lincoln National",,
"62192d44f022c9e3fbfe4159","Landstar System",,
"62192d44f022c9e3fbfe415d","L3 Harris Technologies",,
"62192d44f022c9e3fbfe4161","Southwest Airlines Co.",,
"62192d44f022c9e3fbfe4165","Loews",,
"62192d44f022c9e3fbfe4169","Lions Gate Entertainment",,
"62192d44f022c9e3fbfe416d","LKQ",,
"62192d44f022c9e3fbfe4171","Lyft",,
"62192d44f022c9e3fbfe4175","Las Vegas Sands",,
"62192d44f022c9e3fbfe4179","Live Nation Entertainment",,
"62192d44f022c9e3fbfe417d","Livongo Health",,
"62192d44f022c9e3fbfe4181","MasterCard",,
"62192d44f022c9e3fbfe4185","Manhattan Associates",,
"62192d44f022c9e3fbfe4189","McDonald's",,
"62192d44f022c9e3fbfe418d","ManpowerGroup",,
"62192d44f022c9e3fbfe4191","Mattel",,
"62192d44f022c9e3fbfe4195","MetLife",,
"62192d44f022c9e3fbfe4199","Moody's",,
"62192d44f022c9e3fbfe419d","MongoDB",,
"62192d44f022c9e3fbfe41a1","Mohawk Industries",,
"62192d45f022c9e3fbfe41a5","Markel",,
"62192d45f022c9e3fbfe41a9","Morningstar",,
"62192d45f022c9e3fbfe41ad","MarketAxess Holdings",,
"62192d45f022c9e3fbfe41b1","Mercury General",,
"62192d45f022c9e3fbfe41b5","Mercury Systems",,
"62192d45f022c9e3fbfe41b9","MGM Resorts International",,
"62192d45f022c9e3fbfe41bd","Macquarie Infrastructure",,
"62192d45f022c9e3fbfe41c1","Marsh & McLennan Companies",,
"62192d45f022c9e3fbfe41c5","Marriott International",,
"62192d45f022c9e3fbfe41c9","Marathon Petroleum",,
"62192d45f022c9e3fbfe41cd","Madison Square Garden Entertainment",,
"62192d45f022c9e3fbfe41d1","Microsoft",,
"62192d45f022c9e3fbfe41d5","Altria Group",,
"62192d45f022c9e3fbfe41d9","MSCI",,
"62192d45f022c9e3fbfe41dd","Marathon Oil",,
"62192d45f022c9e3fbfe41e1","Morgan Stanley",,
"62192d45f022c9e3fbfe41e5","M&T Bank",,
"62192d45f022c9e3fbfe41e9","Cloudflare",,
"62192d45f022c9e3fbfe41ed","New Relic",,
"62192d45f022c9e3fbfe41f1","MGIC Investment",,
"62192d45f022c9e3fbfe41f5","NiSource",,
"62192d45f022c9e3fbfe41f9","Noble Energy",,
"62192d45f022c9e3fbfe41fd","Motorola Solutions",,
"62192d45f022c9e3fbfe4201","Norwegian Cruise Line Holdings",,
"62192d45f022c9e3fbfe4205","NortonLifeLock",,
"62192d45f022c9e3fbfe4209","Nike",,
"62192d45f022c9e3fbfe420d","Nasdaq",,
"62192d45f022c9e3fbfe4211","ServiceNow",,
"62192d45f022c9e3fbfe4215","Netflix",,
"62192d45f022c9e3fbfe4219","NCR",,
"62192d45f022c9e3fbfe421d","Match Group",,
"62192d45f022c9e3fbfe4221","Murphy Oil Corporation",,
"62192d45f022c9e3fbfe4225","Nuance Communications",,
"62192d45f022c9e3fbfe4229","NextEra Energy Resources",,
"62192d45f022c9e3fbfe422d","NRG Energy",,
"62192d46f022c9e3fbfe4231","Northern Trust",,
"62192d46f022c9e3fbfe4235","Nielsen Holdings",,
"62192d46f022c9e3fbfe4239","Nu Skin Enterprises",,
"62192d46f022c9e3fbfe423d","NVR",,
"62192d46f022c9e3fbfe4241","MSC Industrial Direct Co.",,
"62192d46f022c9e3fbfe4245","National Fuel Gas Co",,
"62192d46f022c9e3fbfe4249","Vail Resorts",,
"62192d46f022c9e3fbfe424d","Nexstar Media Group",,
"62192d46f022c9e3fbfe4251","Madison Square Garden Sports",,
"62192d46f022c9e3fbfe4255","Omnicom Group",,
"62192d46f022c9e3fbfe4259","Nutanix",,
"62192d46f022c9e3fbfe425d","NetApp",,
"62192d46f022c9e3fbfe4261","Norfolk Southern",,
"62192d46f022c9e3fbfe4265","The New York Times Company",,
"62192d46f022c9e3fbfe4269","Ollie's Bargain Outlet Holdings",,
"62192d46f022c9e3fbfe426d","Old Dominion Freight Line",,
"62192d46f022c9e3fbfe4271","OneMain Holdings",,
"62192d46f022c9e3fbfe4275","Owens Corning",,
"62192d46f022c9e3fbfe4279","Occidental Petroleum",,
"62192d46f022c9e3fbfe427d","Oracle",,
"62192d46f022c9e3fbfe4281","PacWest Bancorp",,
"62192d46f022c9e3fbfe4285","New York Community Bancorp",,
"62192d46f022c9e3fbfe4289","Otis Worldwide",,
"62192d46f022c9e3fbfe428d","News Corporation",,
"62192d46f022c9e3fbfe4291","Okta",,
"62192d46f022c9e3fbfe4295","ONEOK",,
"62192d46f022c9e3fbfe4299","Old Republic International",,
"62192d46f022c9e3fbfe429d","Paychex",,
"62192d46f022c9e3fbfe42a1","O'Reilly Automotive",,
"62192d46f022c9e3fbfe42a5","Penske Automotive Group",,
"62192d46f022c9e3fbfe42a9","Palo Alto Networks",,
"62192d46f022c9e3fbfe42ad","Peoples United Financial",,
"62192d46f022c9e3fbfe42b1","Prosperity Bancshares",,
"62192d46f022c9e3fbfe42b5","Paylocity Holding Corporation",,
