companyId,companyName,dataSourceId,dataSourceName,action,expiration,value,isPrimary,primaryReplacementDataSourceId
621b99e85f87e75f53660dc1,Modelo Especial,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e85f87e75f53660dc5,Jupiler,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e85f87e75f53660dc9,Leffe,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e85f87e75f53660dcd,Patagonia 24.7,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660dd1,WÃƒÆ’Ã†â€™Ãƒâ€šÃ‚Â§ÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬Ãƒâ€šÃ‚ÂºÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â²ls Brut,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660dd5,J&B,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660dd9,AP Racing,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660ddd,Marchesini,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660de1,Don Julio,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660de5,Buchanan's,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660de9,Ciroc,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660ded,Ketel One,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660df1,Smirnoff,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660df5,Johnnie Walker,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660df9,Tanqueray,629bd91f27ab53e0fa4e5987,A List CDP - Climate Change,UPDATE,,,TRUE,
621b99e95f87e75f53660dfd,Captain Morgan,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e05,Guinness,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e0d,Baileys,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e19,Sheldahl,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e1d,NEXTracker,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e21,Farm,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e25,Infinex,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e29,Sonderborg Vaerktojsfabrik,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e2d,GC Logistics Solutions Company Limited,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e31,GC Polyols Company Limited,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e35,Global Green Chemicals Public Company,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e39,PTT Phenol Company,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e3d,Vencorex Holding,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
